,DBN,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,StartingYear,EndingYear
1525,12X690,20072008,NA,612,12.7,14.9,0.7,30.2,67.5,0.8,52.3,2007,2008
1526,12X690,20082009,NA,523,13,15.5,0.6,28.7,69.4,0.8,55.1,2008,2009
1527,12X690,20092010,88.7,461,14.8,18,1.1,29.1,67.9,0.7,57.7,2009,2010
1528,12X690,20102011,85.2,381,16.8,21.3,2.1,26,71.1,0.3,60.4,2010,2011
1529,12X690,20112012,80.8,249,14.9,18.5,2.4,26.9,69.1,0.4,60.6,2011,2012
1530,12X692,20052006,NA,529,17.2,20.2,0.2,26.5,71.3,1.1,56.5,2005,2006
1531,12X692,20062007,NA,510,15.9,22,0.6,23.9,72.4,1.4,57.5,2006,2007
1532,12X692,20072008,NA,520,26.2,18.5,0.8,22.5,74.6,1,53.1,2007,2008
1533,12X692,20082009,NA,498,27.3,20.3,1.6,22.5,74.3,1,50.2,2008,2009
1534,12X692,20092010,87.2,472,28,19.9,1.9,19.9,76.5,0.6,49.2,2009,2010
1535,12X692,20102011,92.1,450,29.3,21.3,2,16.7,80.7,0.4,50.9,2010,2011
1536,12X692,20112012,87.3,466,28.8,20.8,0.9,20.4,77.5,1.3,52.6,2011,2012
1537,13K258,20062007,NA,472,4.4,21.6,3.2,82.6,10.6,0.6,49.8,2006,2007
1538,13K265,20052006,NA,348,3.2,23.9,2,76.1,19.3,0.9,45.7,2005,2006
1539,13K265,20062007,NA,648,2.2,18.7,1.4,77.6,18.2,1.4,44.1,2006,2007
1540,13K265,20072008,NA,600,2.7,16.3,1,80,16.8,1.3,42.5,2007,2008
1541,13K265,20082009,NA,546,2.4,15,1.3,77.3,19.2,1.3,39.2,2008,2009
1542,13K265,20092010,68.5,521,2.3,16.9,2.1,73.9,22.1,0.6,39.3,2009,2010
1543,13K265,20102011,83.3,493,2.4,18.7,0.4,73.2,24.5,1.2,37.5,2010,2011
1544,13K265,20112012,71.1,443,4.3,20.3,0.5,72,24.6,1.8,37,2011,2012
1545,13K336,20082009,NA,201,2,22.4,2,89.1,8,0.5,99,2008,2009
1546,13K336,20092010,69.2,205,2,26.8,2.4,88.3,5.9,1,99.5,2009,2010
1547,13K336,20102011,69.2,230,3.9,25.2,3,87.8,7,0.9,99.6,2010,2011
1548,13K336,20112012,59.1,225,3.1,21.3,2.7,88.9,7.1,0.4,99.6,2011,2012
1549,13K350,20052006,NA,110,2.7,8.2,4.5,62.7,26.4,1.8,42.7,2005,2006
1550,13K350,20062007,NA,217,0.9,11.1,2.3,70,24,0.9,46.1,2006,2007
1551,13K350,20072008,NA,308,2.6,10.7,1.9,71.1,23.4,1.3,45.8,2007,2008
1552,13K350,20082009,NA,381,2.6,12.1,2.4,70.9,22.8,1.3,47,2008,2009
1553,13K350,20092010,80.6,411,2.9,16.1,1.5,72.7,21.7,0.7,45.5,2009,2010
1554,13K350,20102011,76,391,3.8,20.7,2,70.3,24.3,0.8,43,2010,2011
1555,13K350,20112012,74.1,431,4.6,22.5,1.9,73.3,22.7,0.9,42.7,2011,2012
1556,13K412,20062007,NA,98,2,21.4,0,79.6,16.3,1,59.2,2006,2007
1557,13K412,20072008,NA,219,2.7,17.8,0.5,77.2,15.5,1.4,50.7,2007,2008
1558,13K412,20082009,NA,324,1.2,15.4,0.6,84,13.9,1.2,51.9,2008,2009
1559,13K412,20092010,53.2,426,2.6,16.2,0.7,82.9,14.3,0.7,47.4,2009,2010
1560,13K412,20102011,71.8,467,1.9,16.7,0.6,81.4,15.6,1.1,46.9,2010,2011
1561,13K412,20112012,68.9,462,2.4,18,0.6,79.2,17.1,1.3,45.5,2011,2012
1562,13K419,20052006,NA,928,1.6,5.8,5.8,76.1,11.6,2.4,53.8,2005,2006
1563,13K419,20062007,NA,971,2,6.2,6,76,11,0.8,55,2006,2007
1564,13K419,20072008,NA,954,3.9,7.5,5.7,75.1,10.9,1.4,57.8,2007,2008
1565,13K419,20082009,NA,956,3.8,8.4,5.5,81.1,11.6,1.3,59.2,2008,2009
1566,13K419,20092010,73,794,5.2,12.6,6.4,80.4,10.7,1.5,61.6,2009,2010
1567,13K419,20102011,71.2,627,7.7,14.2,7.2,75.9,12.3,2.6,58.9,2010,2011
1568,13K419,20112012,60.7,517,7,13.7,7.2,77.8,12.2,2.1,56.1,2011,2012
1569,13K430,20052006,NA,4240,0.1,0.3,48.1,14.9,8.3,23.6,59.8,2005,2006
1570,13K430,20062007,NA,4296,0.1,0.1,50.2,14.1,8.1,20.6,58.2,2006,2007
1571,13K430,20072008,NA,4469,0.2,0.4,53.2,12.6,7.9,20.1,58.6,2007,2008
1572,13K430,20082009,NA,4662,0,0.6,57.4,13.1,8,21,58.2,2008,2009
1573,13K430,20092010,53.8,4947,0,0.7,58.8,12,8.3,20.5,58,2009,2010
1574,13K430,20102011,64.3,5140,0.1,0.8,60.4,10.7,7.7,21,58.4,2010,2011
1575,13K430,20112012,50.7,5332,0.1,0.5,60.3,10.2,7.9,21.3,58.3,2011,2012
1576,13K439,20052006,NA,331,72.2,0.3,34.7,21.1,31.4,11.5,48,2005,2006
1577,13K439,20062007,NA,358,69.3,0.3,36.3,18.7,32.4,12.3,53.1,2006,2007
1578,13K439,20072008,NA,391,78,0,32.7,17.4,36.6,13.3,53.7,2007,2008
1579,13K439,20082009,NA,405,75.6,0,31.4,17.3,37.5,13.8,52.3,2008,2009
1580,13K439,20092010,93.2,414,82.6,0,31.2,17.9,39.1,11.4,49,2009,2010
1581,13K439,20102011,93.2,388,84.8,0,32.7,20.1,38.1,9,47.7,2010,2011
1582,13K439,20112012,80,367,83.1,0,42.5,20.2,28.6,8.7,48.2,2011,2012
1583,13K483,20052006,NA,222,0.5,5.9,1.4,62.2,25.2,1.8,33.3,2005,2006
1584,13K483,20062007,NA,319,0.6,7.2,1.3,66.1,21.6,1.3,31.7,2006,2007
1585,13K483,20072008,NA,409,1.5,8.3,1,74.1,21,1,28.9,2007,2008
1586,13K483,20082009,NA,450,1.3,10.7,1.8,80.4,16.9,0.4,26.9,2008,2009
1587,13K483,20092010,77.7,465,1.3,10.5,1.3,80.4,17.6,0.4,27.7,2009,2010
1588,13K483,20102011,81,458,1.3,12.9,1.1,82.5,15.1,0.7,34.5,2010,2011
1589,13K483,20112012,60.5,450,0.9,13.3,0.9,79.1,17.1,1.1,39.6,2011,2012
1590,13K499,20052006,NA,695,2.9,16.1,0.9,77.7,17,1.7,44,2005,2006
1591,13K499,20062007,NA,709,3,13.8,1.1,78.8,16.2,1.3,46.8,2006,2007
1592,13K499,20072008,NA,749,3.7,13.2,1.2,80.9,15.2,1.3,48.1,2007,2008
1593,13K499,20082009,NA,740,3.1,14.1,1.5,81.8,14.3,0.8,52.4,2008,2009
1594,13K499,20092010,88,696,3.4,14.5,1.1,81.5,14.5,1,52.3,2009,2010
1595,13K499,20102011,89.3,744,3.4,16.9,1.7,83.6,12.8,0.9,55.2,2010,2011
1596,13K499,20112012,81,731,2.9,18.6,1.2,84.7,12.2,0.8,55.8,2011,2012
1597,13K509,20052006,NA,288,1.4,10.4,1.7,72.2,18.8,3.1,45.1,2005,2006
1598,13K509,20062007,NA,313,2.2,12.5,2.2,74.1,16,1.9,45.7,2006,2007
1599,13K509,20072008,NA,315,1.6,15.2,4.1,73,15.2,2.5,49.8,2007,2008
1600,13K509,20082009,NA,316,1.6,16.8,2.8,77.2,16.5,1.9,50.6,2008,2009
1601,13K509,20092010,82.7,314,1.6,18.5,1.6,80.9,14.6,1.9,49.4,2009,2010
1602,13K509,20102011,87.6,261,0.8,20.7,0.8,80.8,16.1,1.9,47.1,2010,2011
1603,13K509,20112012,68,218,1.8,14.2,1.4,82.1,15.1,0.9,43.6,2011,2012
1604,13K527,20092010,81,317,0.6,8.2,2.8,83.6,11.4,1.3,0,2009,2010
1605,13K527,20102011,78.5,397,0.8,9.8,4.3,81.4,11.3,2,0,2010,2011
1606,13K527,20112012,62.2,469,1.5,13.2,5.1,79.3,11.7,2.6,0,2011,2012
1607,13K575,20052006,NA,195,0.5,8.2,0.5,86.7,8.7,2.1,40,2005,2006
1608,13K575,20062007,NA,176,NA,4,0,90.3,9.1,0,42,2006,2007
1609,13K575,20072008,NA,138,0.7,5.1,0,84.1,13.8,0.7,47.8,2007,2008
1610,13K575,20082009,NA,115,0,3.5,0,81.7,14.8,0.9,50.4,2008,2009
1611,13K575,20092010,85.7,112,0,0,0,84.8,13.4,0,39.3,2009,2010
1612,13K575,20102011,74.8,130,NA,0,0.8,82.3,13.8,1.5,37.7,2010,2011
1613,13K575,20112012,74.6,152,0.7,0,0,83.6,12.5,2,35.5,2011,2012
1614,13K595,20052006,NA,290,0.3,3.8,0.7,80.7,10,0,47.2,2005,2006
1615,13K595,20062007,NA,342,0,3.5,0.6,82.5,9.4,0,46.2,2006,2007
1616,13K595,20072008,NA,325,NA,3.7,0.3,84.9,9.5,0,43.7,2007,2008
1617,13K595,20082009,NA,336,0,4.8,0.9,89.9,6.8,0.6,45.5,2008,2009
1618,13K595,20092010,68.1,342,0.3,4.7,1.2,88.3,6.1,0,44.4,2009,2010
1619,13K595,20102011,66.6,363,0.3,3.9,1.7,90.1,6.9,0.3,44.1,2010,2011
1620,13K595,20112012,46.7,367,1.1,4.1,2.7,89.4,7.1,0.3,49,2011,2012
1621,13K605,20052006,NA,1054,1.6,14.1,1.6,75,19.4,1.8,58.3,2005,2006
1622,13K605,20062007,NA,1012,1.1,12.9,1.4,76.4,18.5,1.3,59.1,2006,2007
1623,13K605,20072008,NA,896,1.8,14.7,1.8,75.6,18.9,1.5,62.4,2007,2008
1624,13K605,20082009,NA,917,2,14.5,2.1,74.8,19.8,2,67.9,2008,2009
1625,13K605,20092010,77.2,963,2,14.1,2.1,75.9,17.8,2.2,71.1,2009,2010
1626,13K605,20102011,79.3,929,1.4,15.6,2.5,79.2,15.4,1.8,75,2010,2011
1627,13K605,20112012,65,927,1.9,14.1,2.8,79.8,15.3,1.3,75.5,2011,2012
1628,13K616,20082009,NA,151,3.3,13.2,1.3,66.9,25.8,5.3,55,2008,2009
1629,13K616,20092010,75.8,211,1.9,4.7,0.5,72,23.7,2.8,60.2,2009,2010
1630,13K616,20102011,85.9,216,2.3,6.5,0.5,71.8,25,2.3,55.6,2010,2011
1631,13K616,20112012,63.9,212,2.4,7.5,0.5,68.4,28.3,1.4,49.5,2011,2012
1632,13K670,20052006,NA,939,0.2,1.7,2.8,78.5,12,1.5,41,2005,2006
1633,13K670,20062007,NA,998,NA,2.4,2.5,77.8,12.3,1.4,40.4,2006,2007
1634,13K670,20072008,NA,924,0.1,3.2,2.9,77.2,12.8,1.6,40.3,2007,2008
1635,13K670,20082009,NA,865,0,3.8,2.7,83.7,11.1,1.4,39.3,2008,2009
1636,13K670,20092010,64.8,829,NA,3.7,2.1,86.2,9.3,0.6,42.1,2009,2010
1637,13K670,20102011,68.8,832,0.4,2.3,2.2,89.3,8.1,0.2,44.6,2010,2011
1638,13K670,20112012,47.4,895,0,3,2.7,87,8.8,0.4,46.1,2011,2012
1639,13K674,20092010,60,124,7.3,16.9,11.3,58.1,22.6,7.3,75,2009,2010
1640,13K674,20102011,71.8,246,4.9,13.4,8.5,62.6,24.4,4.5,80.1,2010,2011
1641,13K674,20112012,61.9,335,3.6,15.8,7.5,58.2,26.3,4.5,79.4,2011,2012
1642,14K071,20052006,NA,787,9.4,28,0.8,25.2,67.9,5.2,52,2005,2006
1643,14K071,20062007,NA,879,12.4,25.1,0.3,24.3,70.1,4.3,53.2,2006,2007
1644,14K071,20072008,NA,951,19.2,24,0.5,22.3,73.6,3.2,52.8,2007,2008
1645,14K071,20082009,NA,920,18.4,25,0.3,21.5,74.8,3.2,54.5,2008,2009
1646,14K071,20092010,93.2,906,23.2,26.5,0.3,19.8,76,3.3,54.1,2009,2010
1647,14K071,20102011,93.2,877,25.2,25.9,0.2,17.7,78,3.5,52.8,2010,2011
1648,14K071,20112012,76.6,865,24.9,26.7,0.2,15.3,80.6,3.4,54.7,2011,2012
1649,14K318,20092010,86.8,1613,6.2,9.4,6.8,13.1,62.9,17,45.6,2009,2010
1650,14K322,20052006,NA,109,0.9,11,0.9,74.3,17.4,1.8,46.8,2005,2006
1651,14K322,20062007,NA,208,1,3.4,0.5,78.4,12.5,1,43.3,2006,2007
1652,14K322,20072008,NA,274,0.7,10.2,0.4,83.2,12.8,1.8,42,2007,2008
1653,14K322,20082009,NA,317,0.9,13.2,0,83,15.5,0.3,43.8,2008,2009
1654,14K322,20092010,85.3,223,1.3,19.3,0,81.2,17.9,0,47.5,2009,2010
1655,14K322,20102011,86.1,186,4.3,25.8,0,69.9,25.8,2.2,49.5,2010,2011
1656,14K322,20112012,78.7,141,5.7,28.4,1.4,66.7,29.8,1.4,56.7,2011,2012
1657,14K404,20062007,NA,106,13.2,6.6,0.9,28.3,63.2,5.7,45.3,2006,2007
1658,14K404,20072008,NA,207,4.8,6.3,0.5,49.8,44.4,3.4,33.3,2007,2008
1659,14K404,20082009,NA,301,2.3,9,0.7,57.1,40.2,1.7,30.2,2008,2009
1660,14K404,20092010,72.9,375,2.7,9.6,1.1,58.7,36.3,3.2,32.3,2009,2010
1661,14K404,20102011,71.1,372,2.7,12.4,0.3,63.2,32.8,3.5,25.8,2010,2011
1662,14K404,20112012,65.3,400,2.5,12.7,0.7,63.5,32.2,3,24.2,2011,2012
1663,14K449,20062007,NA,63,1.6,0,7.9,41.3,28.6,11.1,42.9,2006,2007
1664,14K449,20072008,NA,98,1,1,18.4,36.7,28.6,12.2,46.9,2007,2008
1665,14K449,20082009,NA,183,NA,0,26.2,33.9,24.6,10.9,55.7,2008,2009
1666,14K449,20092010,58.5,281,NA,1.4,25.3,30.2,25.6,11.4,54.4,2009,2010
1667,14K449,20102011,62.3,336,0.3,1.2,35.7,28.9,20.5,13.1,54.8,2010,2011
1668,14K449,20112012,53.3,468,0.4,1.1,36.8,26.7,17.9,14.5,54.9,2011,2012
1669,14K454,20062007,NA,110,7.3,10,3.6,39.1,51.8,1.8,45.5,2006,2007
1670,14K454,20072008,NA,205,6.3,7.3,0,41,55.6,1.5,52.2,2007,2008
1671,14K454,20082009,NA,298,4.7,11.7,0.7,49.7,48,1,48,2008,2009
1672,14K454,20092010,77.5,350,4.9,14.9,1.1,49.7,46.6,0.9,45.7,2009,2010
1673,14K454,20102011,78.4,361,7.8,17.5,1.1,49.3,46.8,1.7,46,2010,2011
1674,14K454,20112012,72.9,392,11.5,15.3,2,47.7,46.9,2.6,46.2,2011,2012
1675,14K474,20052006,NA,1089,12.2,12.8,1.3,31.9,63.9,1.8,44.2,2005,2006
1676,14K474,20062007,NA,1075,10.2,9.6,1.2,34.4,62.4,1.5,43.7,2006,2007
1677,14K474,20072008,NA,1041,13.1,9.2,0.5,33.7,63.6,1.4,43.6,2007,2008
1678,14K474,20082009,NA,966,15,9.3,0.8,32.5,64.5,1.1,46.2,2008,2009
1679,14K474,20092010,82.9,981,16.2,10.8,1.2,31.7,65.3,1.1,46.1,2009,2010
1680,14K474,20102011,86.9,1003,17.4,12.9,0.8,31.5,66.2,0.9,46.6,2010,2011
1681,14K474,20112012,84.8,1068,16.1,13,0.7,32.6,65.4,1,48.5,2011,2012
1682,14K477,20052006,NA,885,4.5,13.6,0.8,53.6,42.4,1.5,46.1,2005,2006
1683,14K477,20062007,NA,827,4.5,11.5,0.5,54.8,40.6,1.6,47.6,2006,2007
1684,14K477,20072008,NA,830,6.5,9.3,0.4,56.4,38.9,1.2,47,2007,2008
1685,14K477,20082009,NA,790,4.7,11.4,0.9,61.5,35.1,1.6,43.4,2008,2009
1686,14K477,20092010,76.7,836,4.4,12.1,1,63,32.9,1.7,44.1,2009,2010
1687,14K477,20102011,76.7,810,4.3,14.2,0.9,61.6,35.6,1.1,46.2,2010,2011
1688,14K477,20112012,65.6,759,5.7,13,0.9,57.7,39.3,1.7,45.8,2011,2012
1689,14K478,20052006,NA,823,12.9,11.8,1,28.8,67,1.6,58.4,2005,2006
1690,14K478,20062007,NA,816,10.4,11.5,1.6,32.6,62,1.6,62.5,2006,2007
1691,14K478,20072008,NA,818,13.1,11.2,1.3,37.7,57.7,1.6,64.3,2007,2008
1692,14K478,20082009,NA,865,10.4,11.2,2.2,39.4,55.6,2,66.9,2008,2009
1693,14K478,20092010,85.9,885,10.6,12.1,2.3,37.9,56.8,1.6,68.1,2009,2010
1694,14K478,20102011,84.9,950,9.9,13.4,2.4,38.5,56.6,1.9,67.2,2010,2011
1695,14K478,20112012,74.2,976,9.9,13.2,3.2,39.3,55.4,1.9,65.7,2011,2012
1696,14K488,20052006,NA,200,1,12.5,1,70.5,17,3.5,46,2005,2006
1697,14K488,20062007,NA,297,1,12.1,1,70.7,17.5,2.4,41.1,2006,2007
1698,14K488,20072008,NA,373,1.1,13.4,1.1,65.4,22.3,2.4,43.2,2007,2008
1699,14K488,20082009,NA,384,1.3,15.1,0.8,73.2,23.2,2.1,44,2008,2009
1700,14K488,20092010,81.9,351,1.4,16.8,2,70.1,24.5,1.7,47.3,2009,2010
1701,14K488,20102011,81.6,380,2.4,17.4,1.6,65.3,30.8,1.6,47.1,2010,2011
1702,14K488,20112012,80.3,400,2.7,18.8,1.7,58.7,37.7,1,47.7,2011,2012
1703,14K558,20052006,NA,199,2.5,10.6,3.5,50.8,35.7,3,75.9,2005,2006
1704,14K558,20062007,NA,304,3,11.2,2.6,53.6,32.6,3.9,77,2006,2007
1705,14K558,20072008,NA,400,3.5,9.8,3,51.3,35.3,4,76.3,2007,2008
1706,14K558,20082009,NA,388,4.1,11.3,1.5,50.8,41.5,5.2,77.8,2008,2009
1707,14K558,20092010,83,398,6.5,13.6,1.8,45.2,48.2,4,78.4,2009,2010
1708,14K558,20102011,89.4,428,7.9,14.7,1.9,39.3,55.8,2.8,71.7,2010,2011
1709,14K558,20112012,82.6,500,7,17.6,1.4,38.4,57.2,2.2,72.6,2011,2012
1710,14K561,20052006,NA,213,1.9,2.3,1.4,34.7,47.9,9.4,36.2,2005,2006
1711,14K561,20062007,NA,326,2.5,8.3,1.8,33.1,49.4,9.8,39.3,2006,2007
1712,14K561,20072008,NA,449,2.7,9.6,0.9,31.8,52.6,9.1,40.8,2007,2008
1713,14K561,20082009,NA,472,4,11.7,1.3,35.6,53.2,9.1,46.6,2008,2009
1714,14K561,20092010,90.4,478,3.6,12.1,1.7,31.2,55.6,10,48.1,2009,2010
1715,14K561,20102011,90.4,539,3.7,12.2,1.1,30.4,59.2,9.1,47.7,2010,2011
1716,14K561,20112012,81,577,2.8,12.7,1.6,25.5,61.5,11.1,51,2011,2012
1717,14K586,20072008,NA,136,7.4,15.4,0.7,41.2,51.5,4.4,58.8,2007,2008
1718,14K586,20082009,NA,335,11.3,17,1.2,43,52.5,1.5,52.2,2008,2009
1719,14K586,20092010,77.2,484,10.7,17.1,0.6,48.3,47.7,1.4,53.5,2009,2010
1720,14K586,20102011,78.4,544,14.7,19.3,0.7,44.7,52.9,1.1,52.9,2010,2011
1721,14K586,20112012,78.6,527,14.6,22,1.1,41.7,54.6,2.1,53.7,2011,2012
1722,14K610,20052006,NA,982,5.7,20.5,1.2,51.4,42.9,2.1,92.9,2005,2006
1723,14K610,20062007,NA,1055,6.1,19.4,1.2,54.5,39.7,1.7,93.8,2006,2007
1724,14K610,20072008,NA,1118,6.4,15.2,1.6,58.8,34.2,2.1,94.8,2007,2008
1725,14K610,20082009,NA,1007,5.1,17.1,1.4,63.6,29.7,2,94.7,2008,2009
1726,14K610,20092010,71.3,982,5.7,20,1.4,65.9,29.2,1.9,95,2009,2010
1727,14K610,20102011,73,881,5.3,24,1.4,67,29.6,1.6,95.2,2010,2011
1728,14K610,20112012,67.1,723,4.7,30.3,1.4,66.1,30.2,1.7,95.6,2011,2012
1729,14K614,20112012,63.3,250,3.2,14.4,1.6,65.6,30.4,0.4,0,2011,2012
1730,14K632,20082009,NA,82,6.1,18.3,0,54.9,41.5,3.7,75.6,2008,2009
1731,14K632,20092010,67.1,110,8.2,23.6,0,61.8,34.5,2.7,77.3,2009,2010
1732,14K632,20102011,72.9,148,10.8,23.6,0,60.1,37.2,2.7,70.3,2010,2011
1733,14K632,20112012,86.9,173,9.8,24.9,0,64.7,31.2,4,76.9,2011,2012
1734,14K685,20052006,NA,151,11.3,15.2,0,15.2,80.8,2,41.1,2005,2006
1735,14K685,20062007,NA,176,10.2,14.2,0.6,15.3,81.8,1.1,41.5,2006,2007
1736,14K685,20072008,NA,181,13.8,16,0.6,15.5,80.7,1.1,47.5,2007,2008
1737,14K685,20082009,NA,176,15.3,17.6,0.6,12.5,85.8,1.1,44.3,2008,2009
1738,14K685,20092010,89.3,197,17.8,21.8,1.5,10.7,85.8,1,45.2,2009,2010
1739,14K685,20102011,84.5,200,16,21.5,1.5,9,89,0.5,44.5,2010,2011
1740,14K685,20112012,80.4,218,17,23.4,1.8,10.1,87.6,0.5,42.7,2011,2012
1741,15K027,20062007,NA,532,8.5,30.8,0.6,50.2,45.7,2.3,50,2006,2007
1742,15K027,20072008,NA,574,10.8,31.4,0.5,51,46,2.3,49.5,2007,2008
1743,15K027,20082009,NA,541,12.6,36.6,0.7,47.7,48.2,3,53.4,2008,2009
1744,15K027,20092010,81.5,166,14.5,39.8,0.6,45.2,53,0.6,56,2009,2010
1745,15K027,20102011,85.6,77,10.4,46.8,0,54.5,44.2,1.3,63.6,2010,2011
1746,15K423,20112012,60,81,1.2,30.9,0,67.9,29.6,2.5,40.7,2011,2012
1747,15K429,20052006,NA,663,3,19.8,1.8,46.2,42.1,8,52,2005,2006
1748,15K429,20062007,NA,664,3.3,19.6,1.7,49.1,40.2,6.6,53.3,2006,2007
1749,15K429,20072008,NA,641,4.1,21.4,1.2,48.7,39.8,7.5,50.1,2007,2008
1750,15K429,20082009,NA,529,5.5,22.5,0.6,53.1,39.9,5.5,52,2008,2009
1751,15K429,20092010,73,493,5.5,21.7,1.2,52.7,41.4,4.1,52.3,2009,2010
1752,15K429,20102011,70.5,424,5,25.7,1.4,52.1,41.7,3.5,52.8,2010,2011
1753,15K429,20112012,68.2,354,5.9,25.4,2.3,54.5,39,3.4,56.2,2011,2012
1754,15K448,20052006,NA,487,1.4,25.5,2.9,45.2,31.2,18.3,52.6,2005,2006
1755,15K448,20062007,NA,568,1.6,26.2,2.5,46,34.9,13.9,52.8,2006,2007
1756,15K448,20072008,NA,600,4.2,30.3,3.2,42.5,38.5,14,52.8,2007,2008
1757,15K448,20082009,NA,673,2.4,31.5,3.9,41,40.7,14.1,54.7,2008,2009
1758,15K448,20092010,62.9,704,4.5,29.3,4.1,35.4,45.9,14.2,56,2009,2010
1759,15K448,20102011,67.5,697,5,30.8,4,34,47.2,13.5,58.8,2010,2011
1760,15K448,20112012,57.2,692,4.5,29.2,4.3,34.2,48.1,12.6,59.1,2011,2012
1761,15K462,20052006,NA,573,4,10.6,2.6,50.1,38.2,7.3,45,2005,2006
1762,15K462,20062007,NA,595,3.2,9.4,3.9,56,32.3,7.1,43.2,2006,2007
1763,15K462,20072008,NA,597,4.2,12.1,4,57.5,31.2,6.9,43,2007,2008
1764,15K462,20082009,NA,580,3.3,12.9,5,56.6,31.2,6.2,43.1,2008,2009
1765,15K462,20092010,75.9,556,4.5,15.6,4.7,59.4,30.8,4.1,42.1,2009,2010
1766,15K462,20102011,70.5,522,4.2,14.9,2.1,63.8,29.1,5,40,2010,2011
1767,15K462,20112012,76.1,473,6.3,12.7,2.5,62.4,29.6,5.5,44.2,2011,2012
1768,15K463,20052006,NA,610,10.3,13.3,5.7,44.8,41,6.9,39.3,2005,2006
1769,15K463,20062007,NA,635,7.7,15.6,4.3,47.1,40.8,6.3,35.9,2006,2007
1770,15K463,20072008,NA,609,11.7,15.9,4.6,47.6,41.7,5.4,35.8,2007,2008
1771,15K463,20082009,NA,538,13.9,14.5,5,43.7,45,5.4,38.3,2008,2009
1772,15K463,20092010,80.3,442,16.3,15.6,5.9,43.2,46.2,3.8,39.6,2009,2010
1773,15K463,20102011,81.1,389,18.8,15.9,8.2,41.1,45.2,5.1,42.2,2010,2011
1774,15K463,20112012,77,336,16.7,13.4,9.2,42,43.2,5.4,42.3,2011,2012
1775,15K464,20052006,NA,519,8.1,14.6,8.3,35.1,44.5,9.6,51.8,2005,2006
1776,15K464,20062007,NA,510,6.5,12.7,8.2,36.7,43.9,8.2,48.6,2006,2007
1777,15K464,20072008,NA,499,6.4,13.4,7.4,37.9,44.7,6.4,47.7,2007,2008
1778,15K464,20082009,NA,481,8.3,14.3,7.1,38,48.4,5.2,49.5,2008,2009
1779,15K464,20092010,80.9,479,10.9,14.2,7.1,35.7,49.5,5.8,50.9,2009,2010
1780,15K464,20102011,86.7,426,8.7,18.3,6.3,35.4,51.2,6.3,54,2010,2011
1781,15K464,20112012,78,394,9.6,16.5,8.6,33.2,51.8,5.3,52.8,2011,2012
1782,15K497,20052006,NA,512,10.7,16.8,3.7,46.1,35.5,11.9,54.9,2005,2006
1783,15K497,20062007,NA,465,10.5,16.8,3.4,46.2,33.8,15.7,53.5,2006,2007
1784,15K497,20072008,NA,471,10.8,16.3,3.6,44.2,36.1,15.9,53.1,2007,2008
1785,15K497,20082009,NA,468,10.7,17.1,3.4,42.3,35.5,18.2,53.4,2008,2009
1786,15K497,20092010,71.2,445,12.6,17.3,3.1,40.7,39.1,15.7,53,2009,2010
1787,15K497,20102011,76.9,481,14.3,16.8,4,39.9,41.2,14.6,52.6,2010,2011
1788,15K497,20112012,68.1,486,14.6,15.2,6.2,40.9,38.9,14,50.8,2011,2012
1789,15K519,20052006,NA,928,3.2,18.1,1.4,56.5,36.3,4.3,50.4,2005,2006
1790,15K519,20062007,NA,807,1.9,20.3,1.6,62.1,31.6,2.6,51.1,2006,2007
1791,15K519,20072008,NA,774,4.8,20.5,1.9,64.7,30.5,2.6,51,2007,2008
1792,15K519,20082009,NA,773,2.6,19.4,1.8,68.3,27.3,2.2,46.6,2008,2009
1793,15K519,20092010,77.9,718,4.9,18.7,1.5,72.8,21.9,2.1,41.5,2009,2010
1794,15K519,20102011,76.5,677,5.8,20.7,1.8,72.4,21.6,3.8,40.5,2010,2011
1795,15K519,20112012,73.4,663,7.5,18.9,5.1,71.5,21,2.3,43.9,2011,2012
1796,15K530,20052006,NA,376,1.6,13.6,1.9,80.6,12.5,1.3,43.6,2005,2006
1797,15K530,20062007,NA,402,1.5,13.4,1.5,83.3,11.7,0.7,46.3,2006,2007
1798,15K530,20072008,NA,400,2.5,14.3,1.8,81,12.8,0.5,48.3,2007,2008
1799,15K530,20082009,NA,383,2.1,15.1,1.8,79.1,17.2,0.8,48.8,2008,2009
1800,15K530,20092010,79.4,408,1.7,15,1,78.9,16.4,1.7,50.5,2009,2010
1801,15K530,20102011,79.4,290,2.4,17.6,1.4,79.7,16.9,1,51.7,2010,2011
1802,15K530,20112012,68.2,186,1.1,17.2,0.5,80.6,16.7,0,50,2011,2012
1803,15K656,20052006,NA,746,0.1,6.7,1.6,68.4,22.4,2.9,40.8,2005,2006
1804,15K656,20062007,NA,707,0.4,6.5,1.4,69.3,21.8,2.1,39.9,2006,2007
1805,15K656,20072008,NA,603,1,6.5,2,73.1,21.9,2,41.6,2007,2008
1806,15K656,20082009,NA,576,0.7,6.9,2.3,75.5,19.1,2.4,41.5,2008,2009
1807,15K656,20092010,59.9,608,0.8,6.4,1.6,73.4,20.7,3.3,39,2009,2010
1808,15K656,20102011,64.1,669,0.1,7.5,1.9,75.2,19.6,2.7,37.4,2010,2011
1809,15K656,20112012,59.3,678,0.1,7.2,1.8,76.5,19,2.2,33.9,2011,2012
