,DBN,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,StartingYear,EndingYear
286,02M460,20102011,65.8,1231,20.1,16.1,4.8,32.8,60,2.1,46.4,2010,2011
287,02M460,20112012,66,1032,18.6,17.2,4.8,34.3,58.2,2.3,47.5,2011,2012
288,02M475,20052006,NA,3015,0,0.2,57.9,2.2,3.3,35.9,56.8,2005,2006
289,02M475,20062007,NA,3031,0.1,0.1,62,2.2,3.3,32.2,55.9,2006,2007
290,02M475,20072008,NA,3125,0,0.2,64.8,2,3,30.1,57.2,2007,2008
291,02M475,20082009,NA,3245,0,0.3,67.3,2,3.1,27.5,58.2,2008,2009
292,02M475,20092010,36.7,3277,0,0.4,69.3,1.8,2.8,25.8,58.3,2009,2010
293,02M475,20102011,41.3,3287,0,0.3,71.6,1.2,2.9,24.1,58.8,2010,2011
294,02M475,20112012,30.3,3297,0,0.4,72.1,1.2,2.4,23.7,59.3,2011,2012
295,02M489,20052006,NA,760,5.9,6.3,24.3,22.9,39.5,9.6,49.6,2005,2006
296,02M489,20062007,NA,783,5.4,10.1,25.3,23.8,39.6,9.7,52.1,2006,2007
297,02M489,20072008,NA,788,5.6,12.8,28.7,23.4,37.2,10,55.5,2007,2008
298,02M489,20082009,NA,823,3.6,12.4,27.9,24.2,36.8,10.4,55,2008,2009
299,02M489,20092010,72.5,825,5.9,11.8,28.4,23.2,37.7,10.8,55.9,2009,2010
300,02M489,20102011,72.5,807,5.1,12.4,27.8,23.2,39.9,9.2,55,2010,2011
301,02M489,20112012,60.8,809,6.3,11.9,24.8,22.5,43.5,8.8,54.5,2011,2012
302,02M500,20052006,NA,203,6.4,19.2,1.5,48.3,47.3,1.5,47.3,2005,2006
303,02M500,20062007,NA,207,6.3,16.4,1.4,45.4,50.7,1,42,2006,2007
304,02M500,20072008,NA,202,9.9,18.3,2,41.1,55,1,52,2007,2008
305,02M500,20082009,NA,183,12,23,2.2,37.7,59,0.5,60.1,2008,2009
306,02M500,20092010,86.8,231,16,19,1.7,35.1,59.7,1.3,60.6,2009,2010
307,02M500,20102011,96,224,15.2,29.9,4,32.6,59.4,0.4,60.7,2010,2011
308,02M500,20112012,83.5,237,15.6,32.9,3.8,35,55.3,2.5,62.4,2011,2012
309,02M507,20112012,60,126,8.7,19.8,7.1,40.5,46.8,4.8,73.8,2011,2012
310,02M519,20052006,NA,442,0.2,1.6,1.6,35.3,36.2,19,27.6,2005,2006
311,02M519,20062007,NA,521,1,1.5,1.7,35.5,40.9,19.2,24.8,2006,2007
312,02M519,20072008,NA,459,0.9,3.7,1.5,34.9,38.6,20.9,25.3,2007,2008
313,02M519,20082009,NA,438,0.5,3.7,2.5,36.8,38.6,20.3,23.3,2008,2009
314,02M519,20092010,51.3,419,0.2,2.9,2.6,34.6,38.7,19.1,22.7,2009,2010
315,02M519,20102011,50,503,NA,3.6,4.6,36.2,38.4,20.9,22.7,2010,2011
316,02M519,20112012,45.5,491,0.2,3.5,4.5,36,39.3,19.8,21.4,2011,2012
317,02M520,20052006,NA,2907,14.1,10.8,21.3,26.3,46.5,4.1,49.3,2005,2006
318,02M520,20062007,NA,2920,10.7,12.5,19.8,27.3,47.9,3.3,50.7,2006,2007
319,02M520,20072008,NA,2774,12.9,12,16.7,30.4,47.6,3.2,50.2,2007,2008
320,02M520,20082009,NA,2749,11.6,11.8,14.5,32.2,50.1,2.6,49.5,2008,2009
321,02M520,20092010,72.5,2562,11.2,11.9,12.2,34.3,50.2,2.6,49,2009,2010
322,02M520,20102011,68.4,2401,11.8,13.5,11.7,36.6,49,2.5,49.9,2010,2011
323,02M520,20112012,72.7,2073,10.2,14.1,10.5,39.9,46.6,2.3,49.1,2011,2012
324,02M529,20052006,NA,700,6.3,9.3,4,25.6,62.3,4.3,37,2005,2006
325,02M529,20062007,NA,691,4.9,11,5.1,25.9,63.5,3.9,38.2,2006,2007
326,02M529,20072008,NA,700,5.7,12.1,5.6,26.3,62.6,5.1,40.3,2007,2008
327,02M529,20082009,NA,723,6.4,13.7,5.5,25.7,63.1,5.3,38.2,2008,2009
328,02M529,20092010,65.8,707,7.9,14.6,5.5,24.3,66.9,3,37.6,2009,2010
329,02M529,20102011,76.6,709,10.4,16.6,5.2,22.4,69.3,2.8,37,2010,2011
330,02M529,20112012,73,724,9.8,13.7,5.1,22.7,69.9,1.8,40.6,2011,2012
331,02M531,20052006,NA,180,5,10,1.7,46.7,41.7,4.4,26.1,2005,2006
332,02M531,20062007,NA,188,3.2,8,3.2,45.2,42.6,5.3,22.3,2006,2007
333,02M531,20072008,NA,204,2.5,8.3,2.5,45.6,42.2,4.9,26,2007,2008
334,02M531,20082009,NA,215,1.4,8.8,2.3,43.7,45.6,7.9,24.7,2008,2009
335,02M531,20092010,77.7,216,1.9,8.8,1.9,46.8,41.2,8.3,23.1,2009,2010
336,02M531,20102011,79.1,213,1.4,7,1.4,48.8,41.3,7.5,23.9,2010,2011
337,02M531,20112012,65.3,217,0.5,5.1,1.4,47.9,42.4,7.4,21.2,2011,2012
338,02M535,20052006,NA,422,7.3,9.5,1.7,43.8,51.9,2.1,53.6,2005,2006
339,02M542,20052006,NA,318,88.4,0.6,0.9,0.6,97.8,0.3,48.1,2005,2006
340,02M542,20062007,NA,419,72.1,0.5,0.7,0.7,98.3,0,51.3,2006,2007
341,02M542,20072008,NA,469,87.8,0.2,0,0.4,99.6,0,50.3,2007,2008
342,02M542,20082009,NA,475,82.9,0.2,0,0.6,99.2,0,51.6,2008,2009
343,02M542,20092010,93.8,509,81.7,1,0,0,100,0,53.8,2009,2010
344,02M542,20102011,93.8,539,77.9,1.5,0,0,99.8,0,50.1,2010,2011
345,02M542,20112012,83.5,541,72.6,1.7,0.2,0,99.8,0,51.4,2011,2012
346,02M543,20052006,NA,281,2.8,12.5,4.3,33.1,54.1,5.3,42.3,2005,2006
347,02M543,20062007,NA,389,3.1,17,4.9,31.9,55,4.4,44.2,2006,2007
348,02M543,20072008,NA,418,7.2,15.8,3.8,31.6,56.5,3.3,40.2,2007,2008
349,02M543,20082009,NA,408,6.1,17.9,4.2,32.6,59.3,2.7,40.7,2008,2009
350,02M543,20092010,82.5,412,5.6,15,3.9,33,58.7,2.9,39.6,2009,2010
351,02M543,20102011,77.9,415,4.6,16.4,3.4,30.6,62.9,1.4,39.8,2010,2011
352,02M543,20112012,66.1,423,5.4,17.5,3.8,30.3,62.2,2.6,38.3,2011,2012
353,02M545,20052006,NA,218,63.8,0.9,89.9,1.8,4.1,2.3,50,2005,2006
354,02M545,20062007,NA,269,51.3,0.7,86.2,4.1,5.2,3,51.7,2006,2007
355,02M545,20072008,NA,292,60.3,0,85.6,4.5,5.1,2.4,52.1,2007,2008
356,02M545,20082009,NA,294,56.1,1.4,86.7,5.8,5.1,1.7,51.4,2008,2009
357,02M545,20092010,91.3,324,54,1.5,87,6.8,3.7,1.9,55.6,2009,2010
358,02M545,20102011,91.3,339,44.2,1.2,86.4,6.5,2.9,2.9,52.2,2010,2011
359,02M545,20112012,82.6,353,38.2,2.3,89.5,3.4,4,2.3,51.3,2011,2012
360,02M550,20052006,NA,488,52.3,0.4,22.3,13.3,48.8,15.4,56.1,2005,2006
361,02M550,20062007,NA,523,14.9,1.9,22.9,14.7,43.8,18.4,57,2006,2007
362,02M550,20072008,NA,428,47.7,3.5,25.2,17.1,37.1,20.3,58.4,2007,2008
363,02M550,20082009,NA,410,80.2,3.9,28.8,17.8,34.1,18.8,62.4,2008,2009
364,02M550,20092010,94.9,420,82.4,3.8,29.3,16.4,37.1,15.2,61,2009,2010
365,02M550,20102011,94.9,399,91,2.8,29.1,17.8,39.3,12.5,57.9,2010,2011
366,02M550,20112012,79.5,397,90.2,2,25.7,19.9,42.1,11.8,61,2011,2012
367,02M551,20052006,NA,313,17.3,8.3,1.6,26.5,69,1,56.2,2005,2006
368,02M551,20062007,NA,400,13.8,8.8,1.3,27.5,68,1,62,2006,2007
369,02M551,20072008,NA,395,17,11.9,2,29.9,64.6,1,62.5,2007,2008
370,02M551,20082009,NA,394,12.9,13.2,1.5,32.2,61.7,2.3,58.4,2008,2009
371,02M551,20092010,85.5,409,12.7,16.9,1.5,37.2,57.7,2.7,54.8,2009,2010
372,02M551,20102011,85.5,417,5.3,17.5,1.7,38.6,52.3,7.2,60.2,2010,2011
373,02M551,20112012,73.5,430,4.2,17.9,2.3,37.4,49.3,10.2,60.9,2011,2012
374,02M560,20052006,NA,714,1.7,6.3,6.6,33.6,32.8,26.2,49.6,2005,2006
375,02M565,20062007,NA,131,1.5,0.8,3.8,37.4,24.4,30.5,40.5,2006,2007
376,02M565,20072008,NA,138,0.7,0.7,2.9,38.4,29,25.4,44.2,2007,2008
377,02M565,20082009,NA,147,NA,2,2,35.4,27.9,29.3,38.8,2008,2009
378,02M565,20092010,46.3,145,0.7,0.7,2.8,33.8,29,29,42.1,2009,2010
379,02M565,20102011,45.5,156,0.6,1.3,4.5,34.6,34,26.3,41.7,2010,2011
380,02M565,20112012,32.1,157,1.3,0,5.1,33.8,38.2,20.4,40.8,2011,2012
381,02M570,20052006,NA,935,1.5,10.2,2.2,38.8,54,4.4,47.1,2005,2006
382,02M570,20062007,NA,861,2,8.8,2.7,39.6,53.8,3.5,46.6,2006,2007
383,02M570,20072008,NA,959,2.4,6.9,2.5,40.7,52.9,3.5,47.2,2007,2008
384,02M570,20082009,NA,901,1.7,5.5,3.2,40.1,53.4,3.1,45.2,2008,2009
385,02M570,20092010,78.6,910,2,5.6,2.3,42.1,52.3,2.7,44.6,2009,2010
386,02M570,20102011,81.4,274,2.2,11.3,1.5,32.1,62,3.3,42.3,2010,2011
387,02M570,20112012,72.8,248,6.5,14.1,1.6,35.1,59.7,2.8,38.7,2011,2012
388,02M575,20082009,NA,772,63.5,2.2,33.7,35.1,23.8,6.7,54.3,2008,2009
389,02M575,20092010,92,862,65.4,2.9,33.2,33.5,27.4,4.8,57.8,2009,2010
390,02M580,20052006,NA,708,4.7,13.1,2.4,35.6,54.1,5.1,29.7,2005,2006
391,02M580,20062007,NA,663,2.9,13.1,3,37.1,53.2,3.5,32.6,2006,2007
392,02M580,20072008,NA,619,4.7,12.8,3.7,36,53.8,3.2,32.3,2007,2008
393,02M580,20082009,NA,618,5.2,14.9,4,35.9,55.5,2.6,31.7,2008,2009
394,02M580,20092010,75.2,614,5.7,16.3,3.4,35.3,57,2,29.5,2009,2010
395,02M580,20102011,76,608,6.4,18.8,3.6,37.5,55.3,2.8,30.1,2010,2011
396,02M580,20112012,67,610,6.4,21.8,2.3,35.1,59.3,2.3,32.6,2011,2012
397,02M586,20052006,NA,64,3.1,14.1,12.5,46.9,32.8,7.8,48.4,2005,2006
398,02M586,20062007,NA,92,0,13,6.5,33.7,53.3,5.4,60.9,2006,2007
399,02M586,20072008,NA,92,4.3,16.3,2.2,38,48.9,7.6,53.3,2007,2008
400,02M586,20082009,NA,93,2.2,16.1,2.2,41.9,49.5,6.5,46.2,2008,2009
401,02M586,20092010,83.5,98,1,27.6,1,33.7,60.2,5.1,50,2009,2010
402,02M586,20102011,84.5,74,2.7,25.7,4.1,40.5,48.6,5.4,60.8,2010,2011
403,02M586,20112012,75.7,68,1.5,22.1,5.9,38.2,39.7,16.2,47.1,2011,2012
404,02M600,20052006,NA,1659,4,10.1,3.4,34.7,53.2,6.4,10.9,2005,2006
405,02M600,20062007,NA,1667,3.2,9.4,3.8,34.2,51.7,5.3,8.7,2006,2007
406,02M600,20072008,NA,1653,4.2,9.4,4.1,34.5,50.4,5.1,8.9,2007,2008
407,02M600,20082009,NA,1682,2.7,9.8,4,38.2,51.6,5.1,8.7,2008,2009
408,02M600,20092010,76.7,1674,2.8,10.3,4.2,38.8,50.8,4.8,8.1,2009,2010
409,02M600,20102011,79.1,1634,2.9,11.1,4.1,40.2,50.7,4.3,7.8,2010,2011
410,02M600,20112012,68.3,1599,2.8,11.5,3.8,39.1,52.3,4.1,7.3,2011,2012
411,02M605,20052006,NA,169,2.4,12.4,3.6,38.5,42.6,14.2,49.1,2005,2006
412,02M605,20062007,NA,171,2.3,9.4,5.8,36.8,45,10.5,43.3,2006,2007
413,02M605,20072008,NA,182,1.6,11,6,32.4,51.6,9.9,40.1,2007,2008
414,02M605,20082009,NA,177,0.6,10.7,6.2,32.2,51.4,9.6,46.3,2008,2009
415,02M605,20092010,42.2,186,0,12.4,5.4,28.5,52.2,12.4,46.8,2009,2010
416,02M605,20102011,55.5,192,0,12.5,7.3,18.8,57.3,14.6,42.7,2010,2011
417,02M605,20112012,54,192,1,6.8,7.3,21.9,57.8,11.5,42.7,2011,2012
418,02M615,20052006,NA,1040,6.5,13.8,2.7,36.2,57.3,2.1,62.6,2005,2006
419,02M615,20062007,NA,971,6,14.8,2.1,36.7,57.9,1.4,60.2,2006,2007
420,02M615,20072008,NA,947,7,13.1,2.4,36.3,57.9,1.1,59.2,2007,2008
421,02M615,20082009,NA,768,5.3,13.9,2.9,35.4,59.1,1.8,62.2,2008,2009
422,02M615,20092010,82.6,610,4.8,13.4,3.8,34.1,59.3,2.1,65.7,2009,2010
423,02M615,20102011,80.5,502,5,15.3,6.4,31.9,60.4,1.2,64.9,2010,2011
424,02M615,20112012,69.8,466,6.2,15.7,7.1,29.6,60.5,1.5,65,2011,2012
425,02M620,20052006,NA,2437,18,11.8,4.2,21.9,70.9,1.4,49.6,2005,2006
426,02M620,20062007,NA,2161,17.4,13.2,4.6,20.8,71.7,0.8,50.3,2006,2007
427,02M620,20072008,NA,2129,19.4,12.2,3.2,23.2,70.8,0.7,50,2007,2008
428,02M620,20082009,NA,2137,17.6,13.1,2.9,25.8,69.6,1.3,51.1,2008,2009
429,02M620,20092010,71.3,2139,15.7,11.1,3.2,27.1,67.2,1.4,50.7,2009,2010
430,02M620,20102011,76.8,1736,18.5,15,2,27.4,68.7,1.6,51.3,2010,2011
431,02M620,20112012,81.1,1127,19.3,15.5,1.6,25.6,70.6,2,52,2011,2012
432,02M625,20052006,NA,1955,11.8,15,1.7,36.5,58.3,2.4,58.6,2005,2006
433,02M625,20062007,NA,1843,8.4,15.5,1.6,36.2,59.1,2.2,52.7,2006,2007
434,02M625,20072008,NA,1839,9.8,14.4,1.6,36.9,58.6,2.4,50.6,2007,2008
435,02M625,20082009,NA,1788,9.8,16.4,2,36.1,59.2,2.5,49.7,2008,2009
436,02M625,20092010,84.6,1820,9.8,15,2.6,32.5,61.3,2.3,46.4,2009,2010
437,02M625,20102011,84.6,1699,10.5,17,3.1,31.6,62.7,2.4,47.2,2010,2011
438,02M625,20112012,72.7,1433,9.1,17.2,3.1,30.3,63.8,2.6,46.5,2011,2012
439,02M630,20052006,NA,1406,2.6,10.7,5.5,27.5,50,10.1,60.4,2005,2006
440,02M630,20062007,NA,1431,2.9,10.2,5.7,25.6,51.3,9.4,57.9,2006,2007
441,02M630,20072008,NA,1370,3.5,10.8,6.2,26,52.1,9.2,53,2007,2008
442,02M630,20082009,NA,1384,2.5,10.6,6.8,27.2,54.8,10.5,52.2,2008,2009
443,02M630,20092010,55.1,1387,2.6,10.2,7.1,27.3,52.6,10.5,49,2009,2010
444,02M630,20102011,61.9,1283,2.3,9.9,8.7,27.4,50.7,11.8,48,2010,2011
445,02M630,20112012,53.3,1344,1.6,11.1,9,26.8,51,12.6,46.7,2011,2012
446,02M655,20052006,NA,699,4.1,10,4.7,33.9,56.1,3,43.3,2005,2006
447,02M655,20062007,NA,722,3.5,11.2,3.7,31,60.9,1.5,45,2006,2007
448,02M655,20072008,NA,707,5,12.2,3,29.3,63.5,1.4,45.8,2007,2008
449,02M655,20082009,NA,686,5.1,15.7,2.3,29.9,65,1.6,50,2008,2009
450,02M655,20092010,77.1,700,6.9,18,2.1,30.3,64.3,1.7,53.4,2009,2010
451,02M655,20102011,80,674,7.6,19.6,3.4,28.6,64.8,1.6,53.1,2010,2011
452,02M655,20112012,70.3,717,7.9,19.7,3.3,28.6,64.3,2.4,51.6,2011,2012
453,02M690,20052006,NA,302,7.3,18.9,7.3,38.4,45,6.3,49,2005,2006
454,02M690,20062007,NA,373,7.8,15.5,8.8,35.4,49.1,4.3,49.9,2006,2007
455,02M690,20072008,NA,207,7.7,18.4,6.3,32.4,57,2.9,50.2,2007,2008
456,02M690,20082009,NA,123,8.9,17.9,8.1,30.9,55.3,4.9,49.6,2008,2009
457,02M690,20092010,71.7,53,5.7,7.5,5.7,30.2,58.5,3.8,49.1,2009,2010
458,03M283,20052006,NA,197,5.1,6.6,1.5,48.7,43.1,3,39.1,2005,2006
459,03M283,20062007,NA,255,3.5,11,0.4,53.7,42.4,1.2,38.8,2006,2007
460,03M283,20072008,NA,334,3.9,10.8,0.6,53,43.1,0.9,39.2,2007,2008
461,03M283,20082009,NA,384,4.4,13,1,54.7,42.2,0.8,38.5,2008,2009
462,03M283,20092010,64.9,397,5.5,14.6,1,48.9,47.4,1.3,34.5,2009,2010
463,03M283,20102011,62.8,393,8.1,16.8,1.5,47.3,49.4,1.5,36.6,2010,2011
464,03M404,20092010,60,124,4,11.3,2.4,36.3,58.9,2.4,46.8,2009,2010
465,03M283,20112012,59.6,409,8.6,10.5,1.7,46,49.4,2.2,31.8,2011,2012
466,03M299,20052006,NA,110,12.7,11.8,2.7,34.5,52.7,6.4,51.8,2005,2006
467,03M299,20062007,NA,204,7.8,14.7,2.5,38.7,50,4.4,53.9,2006,2007
468,03M299,20072008,NA,326,14.1,14.7,2.1,39,52.1,3.4,58,2007,2008
469,03M299,20082009,NA,408,12.7,16.4,2.2,40.9,52.5,2.9,56.4,2008,2009
470,03M299,20092010,71,423,16.1,18.7,1.9,41.1,53.2,2.1,57.4,2009,2010
471,03M299,20102011,68.6,392,15.3,18.6,2,39,55.1,2.8,56.4,2010,2011
472,03M299,20112012,66.4,418,14.4,19.6,1,37.3,58.9,1.4,55.7,2011,2012
473,03M307,20052006,NA,216,4.2,6.9,2.3,35.2,47.2,8.3,49.1,2005,2006
474,03M307,20062007,NA,293,5.5,12.3,2.4,39.6,49.5,6.5,55.3,2006,2007
475,03M307,20072008,NA,374,6.4,11.8,2.1,38.2,51.6,4.5,53.5,2007,2008
476,03M307,20082009,NA,361,6.4,15.8,1.1,40.4,51.5,5.5,55.7,2008,2009
477,03M307,20092010,76.9,368,8.4,19.8,1.4,41.3,52.4,3.5,56.3,2009,2010
478,03M307,20102011,67.9,344,12.8,18.6,1.7,37.5,56.1,3.2,58.1,2010,2011
479,03M307,20112012,68.8,366,12.8,15.3,2.2,37.4,56,3,57.9,2011,2012
480,03M402,20092010,60,95,24.2,27.4,2.1,26.3,71.6,0,49.5,2009,2010
481,03M402,20102011,86.3,186,25.3,26.3,2.2,22,74.2,1.6,55.4,2010,2011
482,03M402,20112012,73.2,283,25.1,21.6,1.8,19.8,76,1.8,56.9,2011,2012
483,03M403,20092010,60,104,26,22.1,1.9,26,66.3,3.8,47.1,2009,2010
484,03M403,20102011,69.9,210,25.2,22.9,3.8,29,61.4,5.7,54.3,2010,2011
485,03M403,20112012,68.4,358,19.3,19.3,3.6,27.7,62.6,5.9,51.4,2011,2012
486,03M404,20102011,61.3,233,3.9,9,1.7,33.5,62.7,2.1,45.9,2010,2011
487,03M404,20112012,50.4,199,3.5,10.1,48.7,33.2,16.6,1.5,47.7,2011,2012
488,03M415,20052006,NA,880,8.2,15.2,0.7,63.1,35.2,0.5,48.1,2005,2006
489,03M415,20062007,NA,838,5.6,17.4,0.8,63.1,35.3,0.1,47.9,2006,2007
490,03M415,20072008,NA,706,7.1,15.6,0.6,65.3,33.3,0.3,50,2007,2008
491,03M415,20082009,NA,606,5.1,14.2,0.8,66.3,32,0.2,48.2,2008,2009
492,03M415,20092010,86.6,544,5.7,15.8,0.4,64.7,33.3,0.6,43.6,2009,2010
493,03M415,20102011,86.6,525,6.3,17.5,1,63.2,34.1,1.3,42.5,2010,2011
494,03M415,20112012,76.6,516,7.4,18.8,0.4,59.9,38.8,0.8,38.4,2011,2012
495,03M417,20102011,60,100,1,19,7,18,42,31,49,2010,2011
496,03M417,20112012,24,219,0.9,17.4,6.8,18.3,37,37,46.6,2011,2012
497,03M470,20052006,NA,2751,18.9,12,2,33.5,61.2,1.6,46.4,2005,2006
498,03M470,20062007,NA,2632,17.9,11.5,1.9,30.6,64.6,1.1,47.7,2006,2007
499,03M470,20072008,NA,2448,28.3,10.1,1.7,29.2,67.4,1.3,47.3,2007,2008
500,03M470,20082009,NA,2249,31.7,10.3,2,28.6,67.5,1.4,48.8,2008,2009
501,03M470,20092010,76.1,1562,31.2,7.6,1.9,26.8,69.8,1.1,49.3,2009,2010
502,03M470,20102011,76.1,814,29.9,10,1.8,27.3,69.7,1.1,51.4,2010,2011
503,03M470,20112012,68.6,291,27.8,10.7,2.1,29.6,67.4,1,50.5,2011,2012
504,03M479,20052006,NA,1042,0.6,5.9,5.6,19.1,24,45.5,44,2005,2006
505,03M479,20062007,NA,1031,0.6,5.9,5,18.1,23.3,51.4,42.4,2006,2007
506,03M479,20072008,NA,1085,0.8,5.8,6.1,17,22.1,49.6,41.2,2007,2008
507,03M479,20082009,NA,1130,0.4,5,6.6,15,21.2,54.1,40.2,2008,2009
508,03M479,20092010,19.8,1144,0.2,5.2,7.4,13.7,21.6,52.6,39.6,2009,2010
509,03M479,20102011,21.3,1159,0.3,4.8,8.1,16,23.1,52.3,40.6,2010,2011
510,03M479,20112012,18.4,1162,0.2,3.7,8.9,14.6,22.8,49.8,39,2011,2012
511,03M485,20052006,NA,2464,0.7,0.6,16.6,15.7,17.4,40.6,28.6,2005,2006
512,03M485,20062007,NA,2521,0.3,0.6,18,16.6,19.3,43.9,25.9,2006,2007
513,03M485,20072008,NA,2572,0.4,1,19,16.6,19.2,45,25.2,2007,2008
514,03M485,20082009,NA,2501,0.2,1.1,19.4,16.5,17.7,46,24.9,2008,2009
515,03M485,20092010,29.5,2527,0.1,1.1,19.7,15.7,17,46.5,25.2,2009,2010
516,03M485,20102011,26.9,2545,0,1,19.9,14.5,17,47.7,26.7,2010,2011
517,03M485,20112012,21.7,2605,0.2,1,19.6,12.9,16.6,49.2,26.4,2011,2012
518,03M492,20052006,NA,521,10,14.4,1.5,49.5,44.7,2.1,42.8,2005,2006
519,03M492,20062007,NA,519,11.2,18.1,1.3,46.6,48.2,2.1,43.7,2006,2007
520,03M492,20072008,NA,485,15.9,17.3,1.9,44.5,49.7,2.5,39.6,2007,2008
521,03M492,20082009,NA,486,12.3,15.2,3.1,47.5,45.3,2.7,41.6,2008,2009
522,03M492,20092010,75.5,470,10.9,13.4,2.8,48.7,44,3.4,37.2,2009,2010
523,03M492,20102011,82.7,498,10.8,15.1,2.8,47.4,46.2,3,41,2010,2011
524,03M492,20112012,79.9,541,10.5,15.5,1.3,46.2,48.1,1.8,40.1,2011,2012
525,03M494,20052006,NA,633,10.1,13.9,3.5,41.4,52.1,2.1,61.9,2005,2006
526,03M494,20062007,NA,605,8.4,14.9,3,35.9,58.2,2.3,66.1,2006,2007
527,03M494,20072008,NA,590,11.4,14.7,4.2,34.6,58.1,2.5,65.6,2007,2008
528,03M494,20082009,NA,605,9.4,16,3.5,37.4,55.5,2.1,66.3,2008,2009
529,03M494,20092010,76.4,593,9.1,14.2,3.7,38.8,54,2.4,68,2009,2010
530,03M494,20102011,83.2,585,9.4,14.2,4.6,36.1,56.9,1.9,69.1,2010,2011
531,03M494,20112012,79.8,603,10.4,17.2,5,34.8,57.2,2.3,67.7,2011,2012
532,03M505,20052006,NA,568,6.3,16.5,1.1,36.8,58.3,3.3,45.6,2005,2006
533,03M505,20062007,NA,589,3.7,14.8,0.8,42.1,54.2,2,48.7,2006,2007
534,03M505,20082009,NA,605,6.4,15.7,0.8,35.7,61.7,1.3,44.1,2008,2009
535,03M505,20092010,80.4,593,6.2,16.7,1.2,32.9,63.9,1.2,45.9,2009,2010
536,03M505,20102011,80.4,562,7.1,20.6,0.7,35.9,62.1,0.7,42.7,2010,2011
537,03M505,20112012,70.5,564,7.8,23,0.5,34.6,64.4,0.5,44.3,2011,2012
538,03M541,20052006,NA,320,4.4,1.6,23.1,20.3,36.9,11.9,42.5,2005,2006
539,03M541,20062007,NA,410,2,1,24.9,21.2,35.4,12.4,44.9,2006,2007
540,03M541,20072008,NA,440,3.2,2,27.7,23,35.5,13,47,2007,2008
541,03M541,20082009,NA,435,1.4,3.2,29,22.1,38.6,9.7,46,2008,2009
542,03M541,20092010,53.1,437,2.1,4.3,28.4,19,39.1,10.5,47.1,2009,2010
543,03M541,20102011,64.6,454,1.3,4.2,25.6,20.9,41.2,11.7,45.6,2010,2011
544,03M541,20112012,55.2,453,1.3,3.8,25.6,21.4,41.5,10.2,41.1,2011,2012
545,03M860,20052006,NA,389,1.5,8.2,0.3,79.4,17.5,0.8,46.3,2005,2006
546,03M860,20062007,NA,450,1.8,12.9,0.9,77.1,19.1,0.7,48.4,2006,2007
547,03M860,20072008,NA,495,2.8,15.6,1,76.4,20.6,0,51.1,2007,2008
548,03M860,20082009,NA,462,2.8,18.2,0.4,78.8,20.8,0,53.9,2008,2009
549,03M860,20092010,74.4,441,4.3,20,0.5,79.4,18.8,0.5,52.8,2009,2010
550,03M860,20102011,59.1,412,5.1,23.3,1,78.6,17,1.7,53.6,2010,2011
551,03M860,20112012,64.2,413,5.8,20.8,0.7,77.7,18.9,1.5,54.2,2011,2012
552,04M117,20052006,NA,483,11,26.3,1,28.8,68.7,0,45.5,2005,2006
553,04M117,20062007,NA,521,10.7,23.8,0.2,31.1,66.4,0.4,52.4,2006,2007
554,04M117,20072008,NA,408,19.4,26.2,1,37.7,57.1,2,56.1,2007,2008
555,04M117,20082009,NA,251,15.9,25.9,0.4,33.1,62.9,2,55.8,2008,2009
556,04M409,20052006,NA,418,8.6,15.1,1.4,32.5,59.6,3.6,41.9,2005,2006
557,04M409,20062007,NA,425,5.9,17.6,0.7,28.9,64.9,2.1,44.5,2006,2007
558,04M409,20072008,NA,425,7.5,17.6,0.9,32.5,64.9,0.9,45.9,2007,2008
559,04M409,20082009,NA,437,8,17.8,1.6,28.6,68.4,0.5,43.7,2008,2009
560,04M409,20092010,83.7,385,9.6,17.4,0.5,30.4,66.5,0.8,42.1,2009,2010
561,04M409,20102011,83.7,396,12.6,21.7,1.3,35.4,62.4,0.5,41.4,2010,2011
562,04M409,20112012,71.8,349,9.7,24.4,0.9,39.3,58.7,0.9,44.4,2011,2012
563,04M435,20052006,NA,1583,7.2,8.8,12.7,22.7,58.7,3.2,51.2,2005,2006
564,04M435,20062007,NA,1523,6.1,8.7,16.3,20.8,57.8,2.8,50.6,2006,2007
565,04M435,20072008,NA,1569,8,9.3,18.6,20,56.7,2.7,51,2007,2008
566,04M435,20082009,NA,1675,5,8.2,20.3,20.8,54.7,3.2,48.2,2008,2009
567,04M435,20092010,77.1,1696,5.5,8,19.2,21.3,56,2.7,45.6,2009,2010
568,04M435,20102011,79.2,1711,4.3,6.4,19.9,20.4,57.2,2,46.1,2010,2011
569,04M435,20112012,71.6,1650,2.7,5.8,20.1,19.7,57.4,2.2,46.4,2011,2012
570,04M495,20052006,NA,346,5.2,10.1,0.6,43.6,54,0.6,43.1,2005,2006
571,04M495,20062007,NA,383,3.1,11.5,0.8,42.8,52.7,1.3,43.1,2006,2007
572,04M495,20072008,NA,384,6.8,16.1,1,43.5,52.1,2.1,42.7,2007,2008
573,04M495,20082009,NA,375,6.7,14.7,1.6,41.1,53.3,2.4,40.3,2008,2009
574,04M495,20092010,79.7,367,7.6,15.5,1.9,40.1,54.2,1.9,43.1,2009,2010
575,04M495,20102011,83.5,360,5.8,13.1,3.1,36.9,58.9,0.8,41.4,2010,2011
