DBN,SchoolName,AP Test Takers,Total Exams Taken,Number of Exams with scores 3 4 or 5,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,StartingYear,EndingYear,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,avg_class_size,avg_largest_class,avg_smallest_class,Borough,lat_long,lat,long,Total Grads - % of cohort,Dropped Out - % of cohort,exams_per_student,high_score_percent
28Q505,HILLCREST HS,241,362,50,20102011,76.4,3289,12.7,8.2,34.1,40.1,22.3,2.6,44.1,2010,2011,462,395,413,386,1194,28.88571429,31.92857143,21.71428571,Queens,"(40.708757555, -73.802127486)",40.70875756,-73.80212749,64,12.4,1.5020746887966805,13.812154696132598
28Q505,HILLCREST HS,241,362,50,20112012,65,3103,15,9,36.5,36.6,22.8,2.9,46.1,2011,2012,462,395,413,386,1194,28.88571429,31.92857143,21.71428571,Queens,"(40.708757555, -73.802127486)",40.70875756,-73.80212749,64,12.4,1.5020746887966805,13.812154696132598
28Q620,THOS A EDISON VHS,183,244,100,20092010,46,2599,1.8,9.6,45.9,26.2,23,4.2,67.5,2009,2010,422,452,478,442,1372,29.61666667,32.83333333,20.33333333,Queens,"(40.715876261, -73.798822389)",40.71587626,-73.79882239,84.9,5.4,1.3333333333333333,40.98360655737705
28Q620,THOS A EDISON VHS,183,244,100,20102011,54.7,2352,1.7,11.5,48.7,24.7,22.4,3.5,66.2,2010,2011,422,452,478,442,1372,29.61666667,32.83333333,20.33333333,Queens,"(40.715876261, -73.798822389)",40.71587626,-73.79882239,84.9,5.4,1.3333333333333333,40.98360655737705
28Q620,THOS A EDISON VHS,183,244,100,20112012,54.3,2252,1.4,11.4,50.9,23.7,21.1,3.2,65.1,2011,2012,422,452,478,442,1372,29.61666667,32.83333333,20.33333333,Queens,"(40.715876261, -73.798822389)",40.71587626,-73.79882239,84.9,5.4,1.3333333333333333,40.98360655737705
28Q680,GATEWAY TO HEALTH SCIENCES,89,136,57,20102011,68.8,632,0,0,34.8,44.9,17.6,2.2,36.2,2010,2011,99,513,523,502,1538,27.61111111,31.44444444,21.61111111,Queens,"(40.718810094, -73.806500455)",40.71881009,-73.80650046,93.2,0,1.5280898876404494,41.911764705882355
28Q680,GATEWAY TO HEALTH SCIENCES,89,136,57,20112012,55.8,783,0.1,1.7,36.5,44.8,15.7,2.7,38.1,2011,2012,99,513,523,502,1538,27.61111111,31.44444444,21.61111111,Queens,"(40.718810094, -73.806500455)",40.71881009,-73.80650046,93.2,0,1.5280898876404494,41.911764705882355
28Q687,Queens HS for Science York Colllege,215,338,275,20112012,25.6,418,0.2,0.2,74.4,10.5,7.9,6.7,56.5,2011,2012,121,612,660,596,1868,26.00666667,31.26666667,20.4,Queens,"(40.700998767001, -73.798153524)",40.70099877,-73.79815352,95.3,0,1.572093023255814,81.36094674556213
29Q492,MATH/SCIENCE RESEARCH TECH CTR,22,31,8,20092010,48.1,471,3.4,7.9,7.6,77.3,10.8,1.3,62,2009,2010,78,400,426,394,1220,23.525,28.375,17.375,Queens,"(40.695536336, -73.734918342)",40.69553634,-73.73491834,67.6,9.3,1.4090909090909092,25.806451612903224
29Q492,MATH/SCIENCE RESEARCH TECH CTR,22,31,8,20102011,56.8,431,3.7,10.4,6.7,81,11.1,0.7,58.7,2010,2011,78,400,426,394,1220,23.525,28.375,17.375,Queens,"(40.695536336, -73.734918342)",40.69553634,-73.73491834,67.6,9.3,1.4090909090909092,25.806451612903224
29Q492,MATH/SCIENCE RESEARCH TECH CTR,22,31,8,20112012,47.9,412,5.1,10.4,6.8,79.6,11.9,0.7,60.4,2011,2012,78,400,426,394,1220,23.525,28.375,17.375,Queens,"(40.695536336, -73.734918342)",40.69553634,-73.73491834,67.6,9.3,1.4090909090909092,25.806451612903224
30Q445,WM CULLEN BRYANT HS,243,330,97,20092010,26.9,3096,20.3,10.9,26.7,8.4,49.5,14.6,51.5,2009,2010,395,414,449,412,1275,29.25,34.5,18.25,Queens,"(40.758124675, -73.910333309)",40.75812468,-73.91033331,55.4,13.6,1.3580246913580247,29.393939393939394
30Q445,WM CULLEN BRYANT HS,243,330,97,20102011,30.1,3010,19,11.8,27.1,8,49.4,14.5,52.3,2010,2011,395,414,449,412,1275,29.25,34.5,18.25,Queens,"(40.758124675, -73.910333309)",40.75812468,-73.91033331,55.4,13.6,1.3580246913580247,29.393939393939394
30Q445,WM CULLEN BRYANT HS,243,330,97,20112012,33.7,2945,17.9,12.1,28.9,7.3,48.8,14.5,53.7,2011,2012,395,414,449,412,1275,29.25,34.5,18.25,Queens,"(40.758124675, -73.910333309)",40.75812468,-73.91033331,55.4,13.6,1.3580246913580247,29.393939393939394
30Q450,LONG ISLAND CITY HS,406,805,169,20092010,76.7,3300,13.8,12.1,15.8,12.7,58.8,11.8,51.9,2009,2010,392,403,420,395,1218,25,31.94736842,14.26315789,Queens,"(40.765763938, -73.932725985)",40.76576394,-73.93272599,58.5,12.8,1.9827586206896552,20.99378881987578
30Q450,LONG ISLAND CITY HS,406,805,169,20102011,72.1,3508,13.8,12.3,14.7,11.9,61.1,12.1,50.5,2010,2011,392,403,420,395,1218,25,31.94736842,14.26315789,Queens,"(40.765763938, -73.932725985)",40.76576394,-73.93272599,58.5,12.8,1.9827586206896552,20.99378881987578
30Q450,LONG ISLAND CITY HS,406,805,169,20112012,62.8,3386,13.2,13.8,13.2,11.4,62.7,12.5,51.3,2011,2012,392,403,420,395,1218,25,31.94736842,14.26315789,Queens,"(40.765763938, -73.932725985)",40.76576394,-73.93272599,58.5,12.8,1.9827586206896552,20.99378881987578
30Q501,FRANK SINATRA HIGH SCHOOL,108,136,38,20092010,38.3,725,0.3,2.6,10.8,18.3,28.7,36.8,30.9,2009,2010,174,504,496,494,1494,27.88,33.53333333,20.53333333,Queens,"(40.756528074, -73.925140644)",40.75652807,-73.92514064,94.7,1.8,1.2592592592592593,27.941176470588236
30Q501,FRANK SINATRA HIGH SCHOOL,108,136,38,20102011,30.9,736,0.3,1.8,10.6,19.2,27.3,41.8,30.8,2010,2011,174,504,496,494,1494,27.88,33.53333333,20.53333333,Queens,"(40.756528074, -73.925140644)",40.75652807,-73.92514064,94.7,1.8,1.2592592592592593,27.941176470588236
30Q501,FRANK SINATRA HIGH SCHOOL,108,136,38,20112012,29.7,756,0.1,1.9,8.7,16.9,27.2,46.3,30,2011,2012,174,504,496,494,1494,27.88,33.53333333,20.53333333,Queens,"(40.756528074, -73.925140644)",40.75652807,-73.92514064,94.7,1.8,1.2592592592592593,27.941176470588236
30Q502,INFORMATION TECHNOLOGY HS,51,74,13,20092010,78.9,982,9.9,15.5,14.6,16.2,56.9,11.2,71.3,2009,2010,148,407,434,398,1239,26.83529412,31.35294118,19.52941176,Queens,"(40.747923523, -73.946565659)",40.74792352,-73.94656566,67.4,12.4,1.4509803921568627,17.56756756756757
30Q502,INFORMATION TECHNOLOGY HS,51,74,13,20102011,82.6,945,9.8,17.1,14.9,17.9,57.1,9.9,72.6,2010,2011,148,407,434,398,1239,26.83529412,31.35294118,19.52941176,Queens,"(40.747923523, -73.946565659)",40.74792352,-73.94656566,67.4,12.4,1.4509803921568627,17.56756756756757
30Q502,INFORMATION TECHNOLOGY HS,51,74,13,20112012,73.7,917,9.6,16,15.6,18.1,56.6,9.4,71.8,2011,2012,148,407,434,398,1239,26.83529412,31.35294118,19.52941176,Queens,"(40.747923523, -73.946565659)",40.74792352,-73.94656566,67.4,12.4,1.4509803921568627,17.56756756756757
30Q555,NEWCOMERS HS:ACAD AMER STD,119,163,140,20092010,86.9,915,89.4,0,38.7,4.4,52.1,4.2,53.9,2009,2010,143,323,475,329,1127,26.97647059,30.82352941,20,Queens,"(40.751380834, -73.937449719)",40.75138083,-73.93744972,66.4,14.5,1.3697478991596639,85.88957055214725
30Q555,NEWCOMERS HS:ACAD AMER STD,119,163,140,20102011,86.6,1044,90.4,0,44.7,5.5,45.2,4.4,54.1,2010,2011,143,323,475,329,1127,26.97647059,30.82352941,20,Queens,"(40.751380834, -73.937449719)",40.75138083,-73.93744972,66.4,14.5,1.3697478991596639,85.88957055214725
30Q555,NEWCOMERS HS:ACAD AMER STD,119,163,140,20112012,81.2,932,90.3,0,48.3,5.6,43.5,2.6,53.2,2011,2012,143,323,475,329,1127,26.97647059,30.82352941,20,Queens,"(40.751380834, -73.937449719)",40.75138083,-73.93744972,66.4,14.5,1.3697478991596639,85.88957055214725
30Q575,ACADEMY OF AMER. STUDIES HS,101,170,119,20092010,56,706,6.4,9.8,30.6,8.1,33,28.3,43.6,2009,2010,135,487,492,491,1470,31.09473684,34.15789474,26.36842105,Queens,"(40.751300578, -73.937423877)",40.75130058,-73.93742388,80.6,1.9,1.683168316831683,70
30Q575,ACADEMY OF AMER. STUDIES HS,101,170,119,20102011,68.9,684,6,8.5,30.7,8.2,32.2,28.9,45.6,2010,2011,135,487,492,491,1470,31.09473684,34.15789474,26.36842105,Queens,"(40.751300578, -73.937423877)",40.75130058,-73.93742388,80.6,1.9,1.683168316831683,70
30Q575,ACADEMY OF AMER. STUDIES HS,101,170,119,20112012,52.4,704,5.7,8,29.1,6.8,34.7,29.4,45,2011,2012,135,487,492,491,1470,31.09473684,34.15789474,26.36842105,Queens,"(40.751300578, -73.937423877)",40.75130058,-73.93742388,80.6,1.9,1.683168316831683,70
31R080,PS 080 MICHAEL J. PETRIDES,162,243,66,20092010,40.6,1320,1.3,17.5,8,18.3,15.8,56.1,49.5,2009,2010,107,472,488,466,1426,30.27222222,34.44444444,24.61111111,Staten Island,"(40.607453024, -74.10148223)",40.60745302,-74.10148223,88.5,2.7,1.5,27.160493827160494
31R080,PS 080 MICHAEL J. PETRIDES,162,243,66,20102011,43.7,1315,1.7,17.7,8.2,18,15.9,56.5,49.2,2010,2011,107,472,488,466,1426,30.27222222,34.44444444,24.61111111,Staten Island,"(40.607453024, -74.10148223)",40.60745302,-74.10148223,88.5,2.7,1.5,27.160493827160494
31R080,PS 080 MICHAEL J. PETRIDES,162,243,66,20112012,32.3,1308,1.6,18.5,8.1,18.8,16.9,55.9,49.2,2011,2012,107,472,488,466,1426,30.27222222,34.44444444,24.61111111,Staten Island,"(40.607453024, -74.10148223)",40.60745302,-74.10148223,88.5,2.7,1.5,27.160493827160494
31R440,NEW DORP HS,96,118,62,20092010,51.6,2296,5.4,15.3,6.8,11.7,23.2,53.7,52.4,2009,2010,391,424,437,416,1277,28.2,34.55555556,17,Staten Island,"(40.569182427001, -74.107300808)",40.56918243,-74.10730081,73.7,8.8,1.2291666666666667,52.54237288135594
31R440,NEW DORP HS,96,118,62,20102011,50.9,2476,5.7,16.4,6.9,12.9,26.1,53.8,53.6,2010,2011,391,424,437,416,1277,28.2,34.55555556,17,Staten Island,"(40.569182427001, -74.107300808)",40.56918243,-74.10730081,73.7,8.8,1.2291666666666667,52.54237288135594
31R440,NEW DORP HS,96,118,62,20112012,42.3,2658,5.9,16.9,7,12.1,27.3,53.3,52.5,2011,2012,391,424,437,416,1277,28.2,34.55555556,17,Staten Island,"(40.569182427001, -74.107300808)",40.56918243,-74.10730081,73.7,8.8,1.2291666666666667,52.54237288135594
31R445,PORT RICHMOND HS,194,304,76,20092010,58.1,2267,5.1,16.1,6.8,30.4,35.8,26.2,51.4,2009,2010,271,424,438,417,1279,28.07894737,33.10526316,17.73684211,Staten Island,"(40.633842987, -74.142106889)",40.63384299,-74.14210689,63.6,10.6,1.5670103092783505,25
31R445,PORT RICHMOND HS,194,304,76,20102011,58.9,2272,4.3,19.1,6.8,31.1,35.7,25.7,52.9,2010,2011,271,424,438,417,1279,28.07894737,33.10526316,17.73684211,Staten Island,"(40.633842987, -74.142106889)",40.63384299,-74.14210689,63.6,10.6,1.5670103092783505,25
31R445,PORT RICHMOND HS,194,304,76,20112012,53.3,2151,5.3,20.9,6.8,30.9,37.6,24.2,54.8,2011,2012,271,424,438,417,1279,28.07894737,33.10526316,17.73684211,Staten Island,"(40.633842987, -74.142106889)",40.63384299,-74.14210689,63.6,10.6,1.5670103092783505,25
31R450,CURTIS HS,247,295,90,20092010,53.8,2654,6.2,12.7,6.7,38.4,30.6,22,45.9,2009,2010,375,437,435,429,1301,27.31176471,33.88235294,16.17647059,Staten Island,"(40.644744901, -74.081341274)",40.6447449,-74.08134127,69.2,9.7,1.194331983805668,30.508474576271187
31R450,CURTIS HS,247,295,90,20102011,59.5,2565,6,14.6,7.5,37.9,31.1,22.9,45.5,2010,2011,375,437,435,429,1301,27.31176471,33.88235294,16.17647059,Staten Island,"(40.644744901, -74.081341274)",40.6447449,-74.08134127,69.2,9.7,1.194331983805668,30.508474576271187
31R450,CURTIS HS,247,295,90,20112012,54.3,2552,6.1,14.7,7.3,38.4,31.9,21.8,46.4,2011,2012,375,437,435,429,1301,27.31176471,33.88235294,16.17647059,Staten Island,"(40.644744901, -74.081341274)",40.6447449,-74.08134127,69.2,9.7,1.194331983805668,30.508474576271187
31R455,TOTTENVILLE HS,396,687,206,20092010,14.6,3876,1.6,12.5,6.1,1.8,9.8,81.7,50.6,2009,2010,807,462,486,470,1418,30.2,34.05263158,21.89473684,Staten Island,"(40.528228767, -74.192153698)",40.52822877,-74.1921537,82,8.1,1.7348484848484849,29.985443959243085
31R455,TOTTENVILLE HS,396,687,206,20102011,18.5,3813,1.7,13.2,5.5,1.9,9.9,82.3,49.8,2010,2011,807,462,486,470,1418,30.2,34.05263158,21.89473684,Staten Island,"(40.528228767, -74.192153698)",40.52822877,-74.1921537,82,8.1,1.7348484848484849,29.985443959243085
31R455,TOTTENVILLE HS,396,687,206,20112012,18.4,3875,1.4,13.9,5.4,2.1,9.9,82.1,49.6,2011,2012,807,462,486,470,1418,30.2,34.05263158,21.89473684,Staten Island,"(40.528228767, -74.192153698)",40.52822877,-74.1921537,82,8.1,1.7348484848484849,29.985443959243085
31R460,SUSAN E. WAGNER HS,279,408,175,20092010,43.6,3307,3.7,15.5,15.1,10.9,22.1,50.6,49.6,2009,2010,535,455,474,459,1388,29.24736842,34.21052632,18,Staten Island,"(40.598652386, -74.123104759)",40.59865239,-74.12310476,75.9,8,1.4623655913978495,42.8921568627451
31R460,SUSAN E. WAGNER HS,279,408,175,20102011,48.4,3162,3.4,17.4,15.1,10.7,23.2,50.4,49.8,2010,2011,535,455,474,459,1388,29.24736842,34.21052632,18,Staten Island,"(40.598652386, -74.123104759)",40.59865239,-74.12310476,75.9,8,1.4623655913978495,42.8921568627451
31R460,SUSAN E. WAGNER HS,279,408,175,20112012,41.4,3243,3.4,18.8,14.6,11.3,24.1,49.4,50.8,2011,2012,535,455,474,459,1388,29.24736842,34.21052632,18,Staten Island,"(40.598652386, -74.123104759)",40.59865239,-74.12310476,75.9,8,1.4623655913978495,42.8921568627451
31R605,STATEN ISLAND TECHNICAL HS,528,905,809,20092010,13.8,1015,0,1,28.6,2.2,4.9,63.8,59.3,2009,2010,227,635,682,636,1953,29.58823529,33.17647059,21.29411765,Staten Island,"(40.567913003, -74.115362243)",40.567913,-74.11536224,99.7,0,1.7140151515151516,89.39226519337016
31R605,STATEN ISLAND TECHNICAL HS,528,905,809,20112012,17,1104,0.1,0.5,31.8,1.1,5.3,61.3,57,2011,2012,227,635,682,636,1953,29.58823529,33.17647059,21.29411765,Staten Island,"(40.567913003, -74.115362243)",40.567913,-74.11536224,99.7,0,1.7140151515151516,89.39226519337016
32K545,EBC-HS FOR PUB SERVICE (BUSH),47,64,13,20092010,93.1,710,14.5,10,1.3,11,86.2,0.8,50.3,2009,2010,88,384,409,361,1154,22.95882353,28.52941176,16.29411765,Brooklyn,"(40.694481845, -73.929153528)",40.69448185,-73.92915353,62.7,3.7,1.3617021276595744,20.3125
32K545,EBC-HS FOR PUB SERVICE (BUSH),47,64,13,20102011,91,675,15.6,10.2,1.5,9.3,87.6,0.9,52.6,2010,2011,88,384,409,361,1154,22.95882353,28.52941176,16.29411765,Brooklyn,"(40.694481845, -73.929153528)",40.69448185,-73.92915353,62.7,3.7,1.3617021276595744,20.3125
32K545,EBC-HS FOR PUB SERVICE (BUSH),47,64,13,20112012,86.9,606,15.3,12.2,1.7,9.2,88.1,0.7,52.1,2011,2012,88,384,409,361,1154,22.95882353,28.52941176,16.29411765,Brooklyn,"(40.694481845, -73.929153528)",40.69448185,-73.92915353,62.7,3.7,1.3617021276595744,20.3125
32K552,Academy of Urban Planning,76,100,10,20092010,74.4,469,15.4,16.8,1.1,34.8,62.3,1.7,49.3,2009,2010,67,342,364,354,1060,23.9,28,19.9375,Brooklyn,"(40.696961848, -73.910815939)",40.69696185,-73.91081594,47.8,8.7,1.3157894736842106,10
32K552,Academy of Urban Planning,76,100,10,20102011,75.2,471,19.5,19.7,1.3,31,65.8,1.7,52.7,2010,2011,67,342,364,354,1060,23.9,28,19.9375,Brooklyn,"(40.696961848, -73.910815939)",40.69696185,-73.91081594,47.8,8.7,1.3157894736842106,10
32K552,Academy of Urban Planning,76,100,10,20112012,77.1,398,23.9,22.1,1.5,26.4,70.4,1,54.5,2011,2012,67,342,364,354,1060,23.9,28,19.9375,Brooklyn,"(40.696961848, -73.910815939)",40.69696185,-73.91081594,47.8,8.7,1.3157894736842106,10
32K556,Bushwick Leaders High School for Academic Excellen,34,35,18,20092010,94.4,481,21.2,17,1,16.8,81.3,0.4,50.9,2009,2010,23,347,358,350,1055,25.06,30,18.33333333,Brooklyn,"(40.694995763, -73.927986267)",40.69499576,-73.92798627,55.6,18.8,1.0294117647058822,51.42857142857142
32K556,Bushwick Leaders High School for Academic Excellen,34,35,18,20102011,96.7,500,20.2,17.6,0.6,18.4,80.4,0.2,54,2010,2011,23,347,358,350,1055,25.06,30,18.33333333,Brooklyn,"(40.694995763, -73.927986267)",40.69499576,-73.92798627,55.6,18.8,1.0294117647058822,51.42857142857142
32K556,Bushwick Leaders High School for Academic Excellen,34,35,18,20112012,88,462,18.2,18.6,0.9,21.2,77.3,0,53.2,2011,2012,23,347,358,350,1055,25.06,30,18.33333333,Brooklyn,"(40.694995763, -73.927986267)",40.69499576,-73.92798627,55.6,18.8,1.0294117647058822,51.42857142857142
