DBN,SchoolName,AP Test Takers,Total Exams Taken,Number of Exams with scores 3 4 or 5,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,StartingYear,EndingYear,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,avg_class_size,avg_largest_class,avg_smallest_class,Borough,lat_long,lat,long,Total Grads - % of cohort,Dropped Out - % of cohort,exams_per_student,high_score_percent
10X243,West Bronx Academy for the Future,25,29,14,20112012,86.3,636,13.2,19.5,3.5,24.7,69.5,1.3,57.9,2011,2012,26,382,406,370,1158,25.04285714,27.92857143,21.35714286,Bronx,"(40.860012221, -73.888229604)",40.86001222,-73.8882296,48.6,16.7,1.16,48.275862068965516
10X342,International School for Liberal Arts,55,73,45,20092010,83.2,510,80.2,4.1,0,0.2,99.4,0.4,52.4,2009,2010,49,300,333,301,934,23.72307692,28.76923077,16.61538462,Bronx,"(40.870377467, -73.898162952)",40.87037747,-73.89816295,59,12,1.3272727272727274,61.64383561643836
10X342,International School for Liberal Arts,55,73,45,20102011,88.9,558,82.4,4.3,0,0,99.5,0,49.6,2010,2011,49,300,333,301,934,23.72307692,28.76923077,16.61538462,Bronx,"(40.870377467, -73.898162952)",40.87037747,-73.89816295,59,12,1.3272727272727274,61.64383561643836
10X342,International School for Liberal Arts,55,73,45,20112012,78.3,606,79.9,4.6,0.2,0,99.8,0,49,2011,2012,49,300,333,301,934,23.72307692,28.76923077,16.61538462,Bronx,"(40.870377467, -73.898162952)",40.87037747,-73.89816295,59,12,1.3272727272727274,61.64383561643836
10X368,MS/HS 368 INFO & NETWORK TECH,40,54,17,20092010,91.1,1074,14.5,15.5,4.2,11.3,81,3,51.4,2009,2010,111,390,408,383,1181,26.26666667,30.6,20.13333333,Bronx,"(40.880050093, -73.909209048)",40.88005009,-73.90920905,62.6,12.2,1.35,31.48148148148148
10X368,MS/HS 368 INFO & NETWORK TECH,40,54,17,20102011,91.1,1118,13.4,14.8,3.9,11.9,80.9,2.3,49.7,2010,2011,111,390,408,383,1181,26.26666667,30.6,20.13333333,Bronx,"(40.880050093, -73.909209048)",40.88005009,-73.90920905,62.6,12.2,1.35,31.48148148148148
10X368,MS/HS 368 INFO & NETWORK TECH,40,54,17,20112012,77.9,1126,12.1,14.3,4,11.9,81.9,2,48.9,2011,2012,111,390,408,383,1181,26.26666667,30.6,20.13333333,Bronx,"(40.880050093, -73.909209048)",40.88005009,-73.90920905,62.6,12.2,1.35,31.48148148148148
10X433,HS FOR TEACHING & PROFESSIONS,62,83,13,20092010,90.8,484,16.7,17.4,1.9,32.4,64.3,0.8,38.4,2009,2010,57,370,371,365,1106,20.8,24.3125,16.25,Bronx,"(40.870377467, -73.898162952)",40.87037747,-73.89816295,65.7,22.4,1.3387096774193548,15.66265060240964
10X433,HS FOR TEACHING & PROFESSIONS,62,83,13,20102011,95.4,465,18.7,20.6,2.6,28.8,68,0.6,40.2,2010,2011,57,370,371,365,1106,20.8,24.3125,16.25,Bronx,"(40.870377467, -73.898162952)",40.87037747,-73.89816295,65.7,22.4,1.3387096774193548,15.66265060240964
10X433,HS FOR TEACHING & PROFESSIONS,62,83,13,20112012,88.1,473,17.8,20.1,2.5,25.2,70.4,1.9,42.3,2011,2012,57,370,371,365,1106,20.8,24.3125,16.25,Bronx,"(40.870377467, -73.898162952)",40.87037747,-73.89816295,65.7,22.4,1.3387096774193548,15.66265060240964
10X434,BELMONT PREPARATORY HIGH SCHL,31,45,10,20092010,90.4,413,16.9,15,3.4,32.7,62,1.5,46.7,2009,2010,51,404,418,400,1222,22.36,27.66666667,17.13333333,Bronx,"(40.860012221, -73.888229604)",40.86001222,-73.8882296,63.5,11.5,1.4516129032258065,22.22222222222222
10X434,BELMONT PREPARATORY HIGH SCHL,31,45,10,20102011,95.4,389,14.7,17,3.1,30.8,64.8,1,46,2010,2011,51,404,418,400,1222,22.36,27.66666667,17.13333333,Bronx,"(40.860012221, -73.888229604)",40.86001222,-73.8882296,63.5,11.5,1.4516129032258065,22.22222222222222
10X434,BELMONT PREPARATORY HIGH SCHL,31,45,10,20112012,76.8,407,11.3,15.7,3.2,29,65.6,1.7,47.2,2011,2012,51,404,418,400,1222,22.36,27.66666667,17.13333333,Bronx,"(40.860012221, -73.888229604)",40.86001222,-73.8882296,63.5,11.5,1.4516129032258065,22.22222222222222
10X438,FORDHAM LDRSHP ACAD BUS & TECH,42,47,12,20092010,89.8,495,13.1,14.9,2.6,36.4,58.2,1.8,60.6,2009,2010,63,367,385,367,1119,21.35625,25,17.4375,Bronx,"(40.860012221, -73.888229604)",40.86001222,-73.8882296,51.4,16,1.119047619047619,25.53191489361702
10X438,FORDHAM LDRSHP ACAD BUS & TECH,42,47,12,20102011,89.7,463,17.1,19.9,2.4,29.2,66.3,1.5,62.6,2010,2011,63,367,385,367,1119,21.35625,25,17.4375,Bronx,"(40.860012221, -73.888229604)",40.86001222,-73.8882296,51.4,16,1.119047619047619,25.53191489361702
10X438,FORDHAM LDRSHP ACAD BUS & TECH,42,47,12,20112012,78.9,451,16.6,20.6,2.7,27.7,67.8,1.3,63.4,2011,2012,63,367,385,367,1119,21.35625,25,17.4375,Bronx,"(40.860012221, -73.888229604)",40.86001222,-73.8882296,51.4,16,1.119047619047619,25.53191489361702
10X439,BRONX HS OF LAW & COMM SERVICE,44,65,9,20092010,90.2,451,13.7,20,2.2,37.3,58.1,1.1,41.5,2009,2010,65,366,364,352,1082,21.72941176,25.58823529,16.88235294,Bronx,"(40.860012221, -73.888229604)",40.86001222,-73.8882296,40,12.2,1.4772727272727273,13.846153846153847
10X439,BRONX HS OF LAW & COMM SERVICE,44,65,9,20102011,91.5,419,13.4,20.3,2.4,35.3,59.9,1.7,44.6,2010,2011,65,366,364,352,1082,21.72941176,25.58823529,16.88235294,Bronx,"(40.860012221, -73.888229604)",40.86001222,-73.8882296,40,12.2,1.4772727272727273,13.846153846153847
10X439,BRONX HS OF LAW & COMM SERVICE,44,65,9,20112012,80.2,432,13.4,20.8,2.3,30.8,64.6,0.9,44.4,2011,2012,65,366,364,352,1082,21.72941176,25.58823529,16.88235294,Bronx,"(40.860012221, -73.888229604)",40.86001222,-73.8882296,40,12.2,1.4772727272727273,13.846153846153847
10X440,DEWITT CLINTON HS,366,540,262,20092010,81.3,4444,21,11.4,6,27.6,63.2,2.2,48.5,2009,2010,443,419,426,410,1255,26.05263158,32.31578947,14.63157895,Bronx,"(40.88008184, -73.885901533)",40.88008184,-73.88590153,56.5,17.5,1.4754098360655739,48.51851851851852
10X440,DEWITT CLINTON HS,366,540,262,20102011,85.2,4408,19,13.9,6.6,28.8,61.7,2.1,49.2,2010,2011,443,419,426,410,1255,26.05263158,32.31578947,14.63157895,Bronx,"(40.88008184, -73.885901533)",40.88008184,-73.88590153,56.5,17.5,1.4754098360655739,48.51851851851852
10X440,DEWITT CLINTON HS,366,540,262,20112012,74.8,4159,19,14.9,6.7,30.8,59.6,2.1,51.1,2011,2012,443,419,426,410,1255,26.05263158,32.31578947,14.63157895,Bronx,"(40.88008184, -73.885901533)",40.88008184,-73.88590153,56.5,17.5,1.4754098360655739,48.51851851851852
10X442,"Celia Cruz Bronx High School of Music, The",31,35,8,20092010,82.1,365,5.8,7.9,0.3,29,66.8,2.2,39.5,2009,2010,52,423,420,427,1270,23.26111111,26.66666667,19.38888889,Bronx,"(40.870377467, -73.898162952)",40.87037747,-73.89816295,74.4,7.3,1.1290322580645162,22.857142857142858
10X442,"Celia Cruz Bronx High School of Music, The",31,35,8,20102011,86.3,397,4.8,8.8,0.5,27.5,69.3,2.5,39.8,2010,2011,52,423,420,427,1270,23.26111111,26.66666667,19.38888889,Bronx,"(40.870377467, -73.898162952)",40.87037747,-73.89816295,74.4,7.3,1.1290322580645162,22.857142857142858
10X442,"Celia Cruz Bronx High School of Music, The",31,35,8,20112012,74.7,423,3.5,7.8,0.5,27.2,69.5,2.4,40.7,2011,2012,52,423,420,427,1270,23.26111111,26.66666667,19.38888889,Bronx,"(40.870377467, -73.898162952)",40.87037747,-73.89816295,74.4,7.3,1.1290322580645162,22.857142857142858
10X445,BRONX HS OF SCIENCE,1190,2435,2189,20092010,31.9,2941,0,0.3,60.8,3.3,7.7,25.2,57.4,2009,2010,731,632,688,649,1969,31.16315789,34.21052632,23.36842105,Bronx,"(40.877056368, -73.889780351)",40.87705637,-73.88978035,98.4,0,2.046218487394958,89.89733059548254
10X445,BRONX HS OF SCIENCE,1190,2435,2189,20102011,31.6,3017,0,0.3,61.8,3.4,8,26.4,57.8,2010,2011,731,632,688,649,1969,31.16315789,34.21052632,23.36842105,Bronx,"(40.877056368, -73.889780351)",40.87705637,-73.88978035,98.4,0,2.046218487394958,89.89733059548254
10X445,BRONX HS OF SCIENCE,1190,2435,2189,20112012,34.2,3013,0.1,0.1,63.5,3.5,7.2,25.4,57.8,2011,2012,731,632,688,649,1969,31.16315789,34.21052632,23.36842105,Bronx,"(40.877056368, -73.889780351)",40.87705637,-73.88978035,98.4,0,2.046218487394958,89.89733059548254
10X477,MARBLE HILL HS FOR INT STUDIES,83,141,37,20092010,94.9,445,31.9,7.4,11.2,18.2,62.9,5.8,45.6,2009,2010,99,414,435,414,1263,23.15882353,28.11764706,16.23529412,Bronx,"(40.877049443, -73.912336599)",40.87704944,-73.9123366,88.8,0,1.6987951807228916,26.24113475177305
10X477,MARBLE HILL HS FOR INT STUDIES,83,141,37,20102011,94.8,449,31,8,12.2,20.7,60.1,6.2,47.2,2010,2011,99,414,435,414,1263,23.15882353,28.11764706,16.23529412,Bronx,"(40.877049443, -73.912336599)",40.87704944,-73.9123366,88.8,0,1.6987951807228916,26.24113475177305
10X477,MARBLE HILL HS FOR INT STUDIES,83,141,37,20112012,83.9,456,32.2,6.8,11,23,57.9,7.5,46.7,2011,2012,99,414,435,414,1263,23.15882353,28.11764706,16.23529412,Bronx,"(40.877049443, -73.912336599)",40.87704944,-73.9123366,88.8,0,1.6987951807228916,26.24113475177305
10X696,HIGH SCHOOL OF AMERICAN STUDIES At Lehman College,194,302,243,20112012,20.8,377,0,1.3,16.7,10.6,18,53.8,53.8,2011,2012,92,636,648,636,1920,22.18947368,25.42105263,18.42105263,Bronx,"(40.871255374001, -73.897516204)",40.87125537,-73.8975162,97.4,1.3,1.556701030927835,80.4635761589404
11X288,Collegiate Institute for Math and Science,79,111,33,20092010,74.2,485,2.7,11.1,6.8,39.6,46.6,5.8,56.5,2009,2010,97,444,471,433,1348,24.11764706,29.11764706,18.52941176,Bronx,"(40.859698316, -73.860741404)",40.85969832,-73.8607414,74.4,15.7,1.4050632911392404,29.72972972972973
11X288,Collegiate Institute for Math and Science,79,111,33,20102011,79.5,503,3.2,12.7,8.5,39.8,45.7,5.2,56.9,2010,2011,97,444,471,433,1348,24.11764706,29.11764706,18.52941176,Bronx,"(40.859698316, -73.860741404)",40.85969832,-73.8607414,74.4,15.7,1.4050632911392404,29.72972972972973
11X288,Collegiate Institute for Math and Science,79,111,33,20112012,67.9,543,3.3,14,9.2,36.8,46.8,7,57.1,2011,2012,97,444,471,433,1348,24.11764706,29.11764706,18.52941176,Bronx,"(40.859698316, -73.860741404)",40.85969832,-73.8607414,74.4,15.7,1.4050632911392404,29.72972972972973
11X299,Astor Collegiate Academy,36,48,12,20092010,73.6,471,7.2,18.9,4.5,42,41,10,58.4,2009,2010,60,387,391,391,1169,24.19333333,29.66666667,19,Bronx,"(40.859698316, -73.860741404)",40.85969832,-73.8607414,64.9,9,1.3333333333333333,25
11X299,Astor Collegiate Academy,36,48,12,20102011,74.5,480,10,21.7,4.8,40.2,42.7,11.3,57.3,2010,2011,60,387,391,391,1169,24.19333333,29.66666667,19,Bronx,"(40.859698316, -73.860741404)",40.85969832,-73.8607414,64.9,9,1.3333333333333333,25
11X299,Astor Collegiate Academy,36,48,12,20112012,64.4,498,7.6,21.7,5.4,35.7,46,11.8,58.6,2011,2012,60,387,391,391,1169,24.19333333,29.66666667,19,Bronx,"(40.859698316, -73.860741404)",40.85969832,-73.8607414,64.9,9,1.3333333333333333,25
11X418,BRONX HS FOR THE VISUAL ARTS,26,41,9,20092010,78.9,406,4.2,19.2,1.5,35.5,54.4,7.6,59.1,2009,2010,48,419,433,416,1268,26.96470588,29.05882353,24.94117647,Bronx,"(40.851433485, -73.865017959)",40.85143349,-73.86501796,62.1,15.8,1.5769230769230769,21.951219512195124
11X418,BRONX HS FOR THE VISUAL ARTS,26,41,9,20102011,78.9,425,5.4,22.1,2.1,33.9,56,7.5,59.8,2010,2011,48,419,433,416,1268,26.96470588,29.05882353,24.94117647,Bronx,"(40.851433485, -73.865017959)",40.85143349,-73.86501796,62.1,15.8,1.5769230769230769,21.951219512195124
11X418,BRONX HS FOR THE VISUAL ARTS,26,41,9,20112012,68.7,483,5.2,20.9,1.9,29.2,62.3,6.4,58,2011,2012,48,419,433,416,1268,26.96470588,29.05882353,24.94117647,Bronx,"(40.851433485, -73.865017959)",40.85143349,-73.86501796,62.1,15.8,1.5769230769230769,21.951219512195124
11X542,Pelham Preparatory Academy,46,57,17,20092010,72,506,3.2,10.3,3,40.1,43.1,7.3,44.9,2009,2010,76,431,438,419,1288,27.45294118,31.64705882,22.17647059,Bronx,"(40.859698316, -73.860741404)",40.85969832,-73.8607414,89.2,3.6,1.2391304347826086,29.82456140350877
11X542,Pelham Preparatory Academy,46,57,17,20102011,74.3,501,2.6,10.2,2.4,44.5,46.7,6,47.3,2010,2011,76,431,438,419,1288,27.45294118,31.64705882,22.17647059,Bronx,"(40.859698316, -73.860741404)",40.85969832,-73.8607414,89.2,3.6,1.2391304347826086,29.82456140350877
11X542,Pelham Preparatory Academy,46,57,17,20112012,61,507,2.2,14.2,2.4,40.2,49.7,6.9,48.1,2011,2012,76,431,438,419,1288,27.45294118,31.64705882,22.17647059,Bronx,"(40.859698316, -73.860741404)",40.85969832,-73.8607414,89.2,3.6,1.2391304347826086,29.82456140350877
13K430,BROOKLYN TECHNICAL HS,2117,3692,2687,20092010,53.8,4947,0,0.7,58.8,12,8.3,20.5,58,2009,2010,1277,587,659,587,1833,32.45263158,33.94736842,28.57894737,Brooklyn,"(40.688107423, -73.976745072)",40.68810742,-73.97674507,91.4,0.2,1.7439773264052905,72.77898158179849
13K430,BROOKLYN TECHNICAL HS,2117,3692,2687,20102011,64.3,5140,0.1,0.8,60.4,10.7,7.7,21,58.4,2010,2011,1277,587,659,587,1833,32.45263158,33.94736842,28.57894737,Brooklyn,"(40.688107423, -73.976745072)",40.68810742,-73.97674507,91.4,0.2,1.7439773264052905,72.77898158179849
13K430,BROOKLYN TECHNICAL HS,2117,3692,2687,20112012,50.7,5332,0.1,0.5,60.3,10.2,7.9,21.3,58.3,2011,2012,1277,587,659,587,1833,32.45263158,33.94736842,28.57894737,Brooklyn,"(40.688107423, -73.976745072)",40.68810742,-73.97674507,91.4,0.2,1.7439773264052905,72.77898158179849
13K483,"Urban Assembly School for Law and Justice, The",31,57,24,20092010,77.7,465,1.3,10.5,1.3,80.4,17.6,0.4,27.7,2009,2010,105,400,417,389,1206,22.22142857,26.35714286,17.5,Brooklyn,"(40.694620119, -73.988623945)",40.69462012,-73.98862395,84.4,1.8,1.8387096774193548,42.10526315789473
13K483,"Urban Assembly School for Law and Justice, The",31,57,24,20102011,81,458,1.3,12.9,1.1,82.5,15.1,0.7,34.5,2010,2011,105,400,417,389,1206,22.22142857,26.35714286,17.5,Brooklyn,"(40.694620119, -73.988623945)",40.69462012,-73.98862395,84.4,1.8,1.8387096774193548,42.10526315789473
13K483,"Urban Assembly School for Law and Justice, The",31,57,24,20112012,60.5,450,0.9,13.3,0.9,79.1,17.1,1.1,39.6,2011,2012,105,400,417,389,1206,22.22142857,26.35714286,17.5,Brooklyn,"(40.694620119, -73.988623945)",40.69462012,-73.98862395,84.4,1.8,1.8387096774193548,42.10526315789473
13K595,Bedford Academy High School,43,57,16,20092010,68.1,342,0.3,4.7,1.2,88.3,6.1,0,44.4,2009,2010,89,438,443,431,1312,21.79375,25.4375,17.5625,Brooklyn,"(40.685381269, -73.9542676)",40.68538127,-73.9542676,92.1,3.9,1.3255813953488371,28.07017543859649
13K595,Bedford Academy High School,43,57,16,20102011,66.6,363,0.3,3.9,1.7,90.1,6.9,0.3,44.1,2010,2011,89,438,443,431,1312,21.79375,25.4375,17.5625,Brooklyn,"(40.685381269, -73.9542676)",40.68538127,-73.9542676,92.1,3.9,1.3255813953488371,28.07017543859649
13K595,Bedford Academy High School,43,57,16,20112012,46.7,367,1.1,4.1,2.7,89.4,7.1,0.3,49,2011,2012,89,438,443,431,1312,21.79375,25.4375,17.5625,Brooklyn,"(40.685381269, -73.9542676)",40.68538127,-73.9542676,92.1,3.9,1.3255813953488371,28.07017543859649
13K670,BENJAMIN BANNEKER ACADEMY,132,149,62,20102011,68.8,832,0.4,2.3,2.2,89.3,8.1,0.2,44.6,2010,2011,185,471,472,448,1391,27.89473684,31.84210526,21.05263158,Brooklyn,"(40.695662413, -73.969286077)",40.69566241,-73.96928608,92.3,2.6,1.128787878787879,41.61073825503356
13K670,BENJAMIN BANNEKER ACADEMY,132,149,62,20112012,47.4,895,0,3,2.7,87,8.8,0.4,46.1,2011,2012,185,471,472,448,1391,27.89473684,31.84210526,21.05263158,Brooklyn,"(40.695662413, -73.969286077)",40.69566241,-73.96928608,92.3,2.6,1.128787878787879,41.61073825503356
14K071,JHS 071 JUAN MOREL CAMPOS,16,16,12,20092010,93.2,906,23.2,26.5,0.3,19.8,76,3.3,54.1,2009,2010,102,365,361,359,1085,30.05,32.28571429,26.5,Brooklyn,"(40.703577361001, -73.953237312)",40.70357736,-73.95323731,40,18,1,75
14K071,JHS 071 JUAN MOREL CAMPOS,16,16,12,20102011,93.2,877,25.2,25.9,0.2,17.7,78,3.5,52.8,2010,2011,102,365,361,359,1085,30.05,32.28571429,26.5,Brooklyn,"(40.703577361001, -73.953237312)",40.70357736,-73.95323731,40,18,1,75
14K071,JHS 071 JUAN MOREL CAMPOS,16,16,12,20112012,76.6,865,24.9,26.7,0.2,15.3,80.6,3.4,54.7,2011,2012,102,365,361,359,1085,30.05,32.28571429,26.5,Brooklyn,"(40.703577361001, -73.953237312)",40.70357736,-73.95323731,40,18,1,75
14K478,HS OF ENTERPRISE AND TECH,94,129,19,20092010,85.9,885,10.6,12.1,2.3,37.9,56.8,1.6,68.1,2009,2010,142,398,421,396,1215,29.36111111,40.94444444,17.94444444,Brooklyn,"(40.711963113, -73.940434367)",40.71196311,-73.94043437,83.2,3.1,1.372340425531915,14.728682170542637
14K478,HS OF ENTERPRISE AND TECH,94,129,19,20102011,84.9,950,9.9,13.4,2.4,38.5,56.6,1.9,67.2,2010,2011,142,398,421,396,1215,29.36111111,40.94444444,17.94444444,Brooklyn,"(40.711963113, -73.940434367)",40.71196311,-73.94043437,83.2,3.1,1.372340425531915,14.728682170542637
14K478,HS OF ENTERPRISE AND TECH,94,129,19,20112012,74.2,976,9.9,13.2,3.2,39.3,55.4,1.9,65.7,2011,2012,142,398,421,396,1215,29.36111111,40.94444444,17.94444444,Brooklyn,"(40.711963113, -73.940434367)",40.71196311,-73.94043437,83.2,3.1,1.372340425531915,14.728682170542637
14K488,Brooklyn Preparatory High School,28,46,7,20092010,81.9,351,1.4,16.8,2,70.1,24.5,1.7,47.3,2009,2010,42,367,373,350,1090,23.40666667,26.26666667,20,Brooklyn,"(40.715037551, -73.954649959)",40.71503755,-73.95464996,78.7,6.7,1.6428571428571428,15.217391304347828
14K488,Brooklyn Preparatory High School,28,46,7,20102011,81.6,380,2.4,17.4,1.6,65.3,30.8,1.6,47.1,2010,2011,42,367,373,350,1090,23.40666667,26.26666667,20,Brooklyn,"(40.715037551, -73.954649959)",40.71503755,-73.95464996,78.7,6.7,1.6428571428571428,15.217391304347828
14K488,Brooklyn Preparatory High School,28,46,7,20112012,80.3,400,2.7,18.8,1.7,58.7,37.7,1,47.7,2011,2012,42,367,373,350,1090,23.40666667,26.26666667,20,Brooklyn,"(40.715037551, -73.954649959)",40.71503755,-73.95464996,78.7,6.7,1.6428571428571428,15.217391304347828
17K382,Academy for College Preparation and Career Explora,64,82,7,20092010,69.7,599,2.7,10,0.5,89.8,7.2,1.2,54.8,2009,2010,59,396,374,369,1139,24.81333333,28.8,21.4,Brooklyn,"(40.649439675, -73.958431198)",40.64943968,-73.9584312,84.1,4.3,1.28125,8.536585365853659
17K382,Academy for College Preparation and Career Explora,64,82,7,20102011,54.3,563,6.2,11,0.7,91.5,5.7,2,54.5,2010,2011,59,396,374,369,1139,24.81333333,28.8,21.4,Brooklyn,"(40.649439675, -73.958431198)",40.64943968,-73.9584312,84.1,4.3,1.28125,8.536585365853659
17K382,Academy for College Preparation and Career Explora,64,82,7,20112012,57,565,5,10.8,0.2,92,6.7,1.1,53.8,2011,2012,59,396,374,369,1139,24.81333333,28.8,21.4,Brooklyn,"(40.649439675, -73.958431198)",40.64943968,-73.9584312,84.1,4.3,1.28125,8.536585365853659
17K546,High School for Public Service: Heroes  of Tomorro,106,130,13,20092010,76.3,387,0.8,6.5,0.8,86,12.7,0,22.5,2009,2010,79,418,441,414,1273,23.11666667,26.11111111,19,Brooklyn,"(40.659517006001, -73.942546499)",40.65951701,-73.9425465,94.6,0,1.2264150943396226,10
17K546,High School for Public Service: Heroes  of Tomorro,106,130,13,20102011,72.4,407,0.2,3.7,1.5,86.5,10.3,0.2,23.8,2010,2011,79,418,441,414,1273,23.11666667,26.11111111,19,Brooklyn,"(40.659517006001, -73.942546499)",40.65951701,-73.9425465,94.6,0,1.2264150943396226,10
17K546,High School for Public Service: Heroes  of Tomorro,106,130,13,20112012,70.3,417,0.5,4.1,3.6,82.5,12.2,0.7,24.9,2011,2012,79,418,441,414,1273,23.11666667,26.11111111,19,Brooklyn,"(40.659517006001, -73.942546499)",40.65951701,-73.9425465,94.6,0,1.2264150943396226,10
17K548,Brooklyn School for Music & Theatre,37,41,9,20092010,77,411,0.7,10.7,0.7,84.9,12.4,0.7,30.7,2009,2010,48,385,393,373,1151,26.0875,30.0625,21.125,Brooklyn,"(40.670298907, -73.961647876)",40.67029891,-73.96164788,73.9,2.3,1.1081081081081081,21.951219512195124
17K548,Brooklyn School for Music & Theatre,37,41,9,20102011,77,396,0.5,10.6,0.8,84.6,13.4,0.8,30.3,2010,2011,48,385,393,373,1151,26.0875,30.0625,21.125,Brooklyn,"(40.670298907, -73.961647876)",40.67029891,-73.96164788,73.9,2.3,1.1081081081081081,21.951219512195124
17K548,Brooklyn School for Music & Theatre,37,41,9,20112012,60.5,412,0.5,12.1,1,82.8,15.3,1,32.8,2011,2012,48,385,393,373,1151,26.0875,30.0625,21.125,Brooklyn,"(40.670298907, -73.961647876)",40.67029891,-73.96164788,73.9,2.3,1.1081081081081081,21.951219512195124
17K590,MIDDLE COLL HS @ MEDGAR EVERS,272,507,86,20102011,82.8,1032,0,0.2,0.5,96.5,2.8,0.2,43.4,2010,2011,165,476,481,479,1436,27.57647059,36.17647059,18.11764706,Brooklyn,"(40.667162082, -73.950857955)",40.66716208,-73.95085796,93.6,3.8,1.8639705882352942,16.962524654832347
17K590,MIDDLE COLL HS @ MEDGAR EVERS,272,507,86,20112012,59.1,1104,0,0.5,0.9,95.7,2.8,0,41.8,2011,2012,165,476,481,479,1436,27.57647059,36.17647059,18.11764706,Brooklyn,"(40.667162082, -73.950857955)",40.66716208,-73.95085796,93.6,3.8,1.8639705882352942,16.962524654832347
17K600,CLARA BARTON VHS,135,211,63,20092010,80.9,1980,6.1,10.2,1.4,89.4,6.8,0.6,23.2,2009,2010,259,425,413,413,1251,29.25,35.05555556,21.27777778,Brooklyn,"(40.670270557, -73.961654824)",40.67027056,-73.96165482,60.7,12.9,1.5629629629629629,29.85781990521327
17K600,CLARA BARTON VHS,135,211,63,20102011,79.9,1746,6.9,10.7,1.5,90.5,6.9,0.6,23,2010,2011,259,425,413,413,1251,29.25,35.05555556,21.27777778,Brooklyn,"(40.670270557, -73.961654824)",40.67027056,-73.96165482,60.7,12.9,1.5629629629629629,29.85781990521327
17K600,CLARA BARTON VHS,135,211,63,20112012,73,1608,8.3,12.7,1.8,91.2,5.8,0.7,23.8,2011,2012,259,425,413,413,1251,29.25,35.05555556,21.27777778,Brooklyn,"(40.670270557, -73.961654824)",40.67027056,-73.96165482,60.7,12.9,1.5629629629629629,29.85781990521327
19K615,ENY-TRANSIT TECH HS,138,164,18,20092010,75.9,1543,2.1,11.5,4.1,71,22.4,1.6,81.1,2009,2010,182,395,418,380,1193,26.97142857,31.42857143,21.14285714,Brooklyn,"(40.678230731001, -73.875973012)",40.67823073,-73.87597301,65.3,7.2,1.1884057971014492,10.975609756097562
19K615,ENY-TRANSIT TECH HS,138,164,18,20102011,75.9,1458,2.5,13.4,4,71.3,22.6,1.4,82.6,2010,2011,182,395,418,380,1193,26.97142857,31.42857143,21.14285714,Brooklyn,"(40.678230731001, -73.875973012)",40.67823073,-73.87597301,65.3,7.2,1.1884057971014492,10.975609756097562
19K615,ENY-TRANSIT TECH HS,138,164,18,20112012,62.3,1317,2.4,14.2,4.4,70.5,23.2,1.5,84.1,2011,2012,182,395,418,380,1193,26.97142857,31.42857143,21.14285714,Brooklyn,"(40.678230731001, -73.875973012)",40.67823073,-73.87597301,65.3,7.2,1.1884057971014492,10.975609756097562
19K659,Cypress Hills Collegiate Preparatory School,21,21,10,20092010,73.2,420,11.2,11,11,16.2,68.6,2.1,45,2009,2010,51,376,385,368,1129,23.84705882,26.17647059,22.05882353,Brooklyn,"(40.691143962, -73.868426057)",40.69114396,-73.86842606,57.5,7.5,1,47.61904761904761
19K659,Cypress Hills Collegiate Preparatory School,21,21,10,20102011,74,433,13.4,11.5,7.6,18,70.2,2.5,47.3,2010,2011,51,376,385,368,1129,23.84705882,26.17647059,22.05882353,Brooklyn,"(40.691143962, -73.868426057)",40.69114396,-73.86842606,57.5,7.5,1,47.61904761904761
19K659,Cypress Hills Collegiate Preparatory School,21,21,10,20112012,67.1,437,16.2,11.7,8.2,16.9,73.2,1.4,47.8,2011,2012,51,376,385,368,1129,23.84705882,26.17647059,22.05882353,Brooklyn,"(40.691143962, -73.868426057)",40.69114396,-73.86842606,57.5,7.5,1,47.61904761904761
20K445,NEW UTRECHT HS,174,271,95,20092010,54,2935,23,14.9,29.2,6.8,31.8,31.4,58.3,2009,2010,456,402,471,399,1272,27.88421053,34.78947368,16.47368421,Brooklyn,"(40.613424494, -74.003653766)",40.61342449,-74.00365377,64.3,5.8,1.5574712643678161,35.05535055350554
20K445,NEW UTRECHT HS,174,271,95,20102011,53.6,3218,24.5,14.3,34.3,6,28.8,30.8,59.7,2010,2011,456,402,471,399,1272,27.88421053,34.78947368,16.47368421,Brooklyn,"(40.613424494, -74.003653766)",40.61342449,-74.00365377,64.3,5.8,1.5574712643678161,35.05535055350554
20K445,NEW UTRECHT HS,174,271,95,20112012,59,3276,23,15.6,35.9,5.5,28,30.5,59.3,2011,2012,456,402,471,399,1272,27.88421053,34.78947368,16.47368421,Brooklyn,"(40.613424494, -74.003653766)",40.61342449,-74.00365377,64.3,5.8,1.5574712643678161,35.05535055350554
20K485,HS OF TELECOMMUNICATIONS,251,413,123,20092010,79.7,1297,5.7,16.7,18.7,10.7,53.7,16,55.4,2009,2010,238,425,474,424,1323,30.43333333,34.27777778,23.05555556,Brooklyn,"(40.637245716, -74.023816473)",40.63724572,-74.02381647,75.8,6.1,1.6454183266932272,29.782082324455207
