"","DBN","SchoolName","AP Test Takers","Total Exams Taken","Number of Exams with scores 3 4 or 5","schoolyear","frl_percent","total_enrollment","ell_percent","sped_percent","asian_per","black_per","hispanic_per","white_per","male_per","StartingYear","EndingYear","Num of SAT Test Takers","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","avg_sat_score"
"312","22K535","LEON GOLDSTEIN HS SCIENCES",367,575,382,20112012,29,1022,0.5,7.3,13.5,9.4,10.8,65.6,41.2,2011,2012,259,524,561,542,1627
"313","24Q264","Academy of Finance and  Enterprise",95,137,40,20092010,78.5,397,8.1,9.8,14.6,11.8,55.7,15.6,45.8,2009,2010,89,405,454,421,1280
"314","24Q264","Academy of Finance and  Enterprise",95,137,40,20102011,74.4,425,8,9.2,15.3,10.6,59.1,14.6,46.1,2010,2011,89,405,454,421,1280
"315","24Q264","Academy of Finance and  Enterprise",95,137,40,20112012,62.8,420,7.9,9.8,17.9,9.8,56.4,15.2,49.3,2011,2012,89,405,454,421,1280
"316","24Q455","NEWTOWN HS",174,200,117,20092010,48.2,3060,30.2,8,21.9,9,63.4,4.9,58.3,2009,2010,320,383,440,380,1203
"317","24Q455","NEWTOWN HS",174,200,117,20102011,53.7,2908,30.2,9.2,23.9,9.1,61.4,5.3,58,2010,2011,320,383,440,380,1203
"318","24Q455","NEWTOWN HS",174,200,117,20112012,56.2,2572,30,10.3,24.6,9.3,60.3,5.3,57.5,2011,2012,320,383,440,380,1203
"319","24Q485","GROVER CLEVELAND HS",200,274,112,20092010,47.1,2664,22.6,10.2,6.8,4.2,64.4,23.9,54,2009,2010,241,395,420,396,1211
"320","24Q485","GROVER CLEVELAND HS",200,274,112,20102011,47.1,2416,21.5,12,7.4,4.8,63.6,23.9,54,2010,2011,241,395,420,396,1211
"321","24Q485","GROVER CLEVELAND HS",200,274,112,20112012,41.4,2069,21.6,12.7,9.1,4.4,63.5,22.7,55,2011,2012,241,395,420,396,1211
"322","24Q550","HIGH SCHOOL FOR ARTS & BUSINESS",198,320,73,20092010,81.3,764,14.1,12.3,7.5,6.9,82.5,2.5,43.5,2009,2010,138,391,403,380,1174
"323","24Q550","HIGH SCHOOL FOR ARTS & BUSINESS",198,320,73,20102011,81.3,784,11.5,12.1,9.3,8.3,79.1,2.9,43.1,2010,2011,138,391,403,380,1174
"324","24Q550","HIGH SCHOOL FOR ARTS & BUSINESS",198,320,73,20112012,69.6,828,13.3,12.2,9.1,8.3,79.2,3,43.1,2011,2012,138,391,403,380,1174
"325","24Q600","QUEENS VHS",27,27,20,20092010,73.7,1281,5.5,13.9,10.9,8.5,70.3,9.8,61.6,2009,2010,155,417,447,406,1270
"326","24Q600","QUEENS VHS",27,27,20,20102011,84,1316,5.2,13.9,10.2,7,73.3,9.5,61.1,2010,2011,155,417,447,406,1270
"327","24Q600","QUEENS VHS",27,27,20,20112012,71.9,1368,6.4,13.7,10.2,6.9,74.2,8.7,60.3,2011,2012,155,417,447,406,1270
"328","24Q610","AVIATION CAREER & TECHNICAL H.S.",130,140,61,20092010,75.5,2097,3,4.6,23.1,7.2,57.6,9.9,86.6,2009,2010,396,445,496,423,1364
"329","24Q610","AVIATION CAREER & TECHNICAL H.S.",130,140,61,20102011,77.4,2119,3,4.9,25.3,6.1,58,9.2,85.7,2010,2011,396,445,496,423,1364
"330","24Q610","AVIATION CAREER & TECHNICAL H.S.",130,140,61,20112012,61.2,2201,3.2,5.3,27.1,6.8,55.3,10.1,85.3,2011,2012,396,445,496,423,1364
"331","25Q285","World Journalism Preparatory: A College Board Scho",65,87,18,20092010,44,561,0.9,19.8,19.3,10,25.3,43.5,43.5,2009,2010,63,471,489,481,1441
"332","25Q285","World Journalism Preparatory: A College Board Scho",65,87,18,20102011,44.3,568,0.7,20.6,19.2,8.3,21.5,50.5,43.3,2010,2011,63,471,489,481,1441
"333","25Q285","World Journalism Preparatory: A College Board Scho",65,87,18,20112012,33.5,595,0.8,17.8,19.3,8.4,20.3,51.6,42.2,2011,2012,63,471,489,481,1441
"334","25Q425","JOHN BOWNE HS",176,229,116,20092010,83.6,3114,25,10,27.6,22.7,43.9,4.9,49.7,2009,2010,558,397,451,395,1243
"335","25Q425","JOHN BOWNE HS",176,229,116,20102011,69.4,3471,25.3,10.8,33.1,20.4,40.9,5.2,50,2010,2011,558,397,451,395,1243
"336","25Q425","JOHN BOWNE HS",176,229,116,20112012,68.2,3660,24.7,9.8,34.3,19.2,40.7,5.2,49.2,2011,2012,558,397,451,395,1243
"337","25Q460","FLUSHING HS",324,424,136,20092010,72.5,2745,23.6,9.8,18.5,21.6,55,3.5,54.7,2009,2010,347,393,441,382,1216
"338","25Q460","FLUSHING HS",324,424,136,20102011,75.7,3041,21.5,12,19.2,24.7,52.2,3.7,56.5,2010,2011,347,393,441,382,1216
"339","25Q460","FLUSHING HS",324,424,136,20112012,67.6,3113,20,11.7,19.9,26.5,49.8,3.2,55.8,2011,2012,347,393,441,382,1216
"340","25Q525","TOWNSEND HARRIS HS",613,796,625,20092010,39.9,1108,0,0.4,51.5,6,12,27.7,30.2,2009,2010,278,621,651,638,1910
"341","25Q525","TOWNSEND HARRIS HS",613,796,625,20112012,29.2,1140,0,0.2,55.5,5.9,12.9,24.6,28.9,2011,2012,278,621,651,638,1910
"342","25Q670","R F KENNEDY COLLABORATIVE H S",77,112,43,20092010,42.2,723,4.7,14.4,27.5,12.3,32.8,26.7,52,2009,2010,99,431,458,441,1330
"343","25Q670","R F KENNEDY COLLABORATIVE H S",77,112,43,20102011,48.4,739,6.5,15,28.1,11.4,33.8,26.5,53.5,2010,2011,99,431,458,441,1330
"344","25Q670","R F KENNEDY COLLABORATIVE H S",77,112,43,20112012,46.4,721,7.5,18.4,28.4,11.5,35.4,24.5,53.8,2011,2012,99,431,458,441,1330
"345","26Q415","BENJAMIN N. CARDOZO",676,1145,796,20092010,21.6,4018,6.9,8.7,44.8,18.8,16.9,17.2,47.2,2009,2010,888,480,545,489,1514
"346","26Q415","BENJAMIN N. CARDOZO",676,1145,796,20102011,35.5,4063,6.5,10.8,45.8,18.5,18.1,17.2,47.8,2010,2011,888,480,545,489,1514
"347","26Q415","BENJAMIN N. CARDOZO",676,1145,796,20112012,37.3,3912,6.1,11.5,45.7,18.4,18.6,16.8,47.4,2011,2012,888,480,545,489,1514
"348","26Q430","FRANCIS LEWIS HS",697,1033,583,20092010,48.5,4460,12.4,9.3,49.5,9.7,24.4,15.6,48.2,2009,2010,934,468,539,467,1474
"349","26Q430","FRANCIS LEWIS HS",697,1033,583,20102011,57.4,4211,12.8,10.8,51.6,8.3,24.1,15.8,48.9,2010,2011,934,468,539,467,1474
"350","26Q430","FRANCIS LEWIS HS",697,1033,583,20112012,51.6,4152,13.2,12.3,51.9,8.3,24.1,15.5,49.2,2011,2012,934,468,539,467,1474
"351","26Q435","MARTIN VAN BUREN HS",71,101,15,20092010,32.1,2809,7.4,10.3,22.5,58.3,14.9,2.3,53.7,2009,2010,334,391,397,384,1172
"352","26Q435","MARTIN VAN BUREN HS",71,101,15,20102011,48.3,2542,7.9,11.3,22.7,59.2,14.9,2.4,54,2010,2011,334,391,397,384,1172
"353","26Q435","MARTIN VAN BUREN HS",71,101,15,20112012,38.2,2390,9.9,11.5,24.1,56.4,15.1,2.9,54.3,2011,2012,334,391,397,384,1172
"354","26Q495","BAYSIDE HS",480,686,413,20092010,66,3575,7.5,7.5,47.9,13.2,18.9,18.6,46.7,2009,2010,708,462,523,464,1449
"355","26Q495","BAYSIDE HS",480,686,413,20102011,61.5,3628,7,9.2,48.1,12.7,20.3,18.7,48,2010,2011,708,462,523,464,1449
"356","26Q495","BAYSIDE HS",480,686,413,20112012,52.4,3308,5.7,10.6,45.2,12.7,22.3,19.6,49.4,2011,2012,708,462,523,464,1449
"357","27Q262","Channel View School for Research",43,69,18,20092010,78.6,565,1.4,9.4,5.8,53.8,29,8.7,48.8,2009,2010,74,432,419,401,1252
"358","27Q262","Channel View School for Research",43,69,18,20102011,78.6,617,1.3,10.7,6.2,54.3,28.7,9.9,49.8,2010,2011,74,432,419,401,1252
"359","27Q262","Channel View School for Research",43,69,18,20112012,58,636,1.3,10.5,5.7,55.2,27.5,11.2,51.1,2011,2012,74,432,419,401,1252
"360","27Q323","Scholars' Academy",55,121,57,20112012,35.9,1062,0,1,22,19.2,15.9,41.6,43.9,2011,2012,89,499,537,496,1532
"361","27Q475","RICHMOND HILL HS",142,170,55,20092010,36.7,3174,16.7,10.8,33.1,15.2,45.9,2.5,51.2,2009,2010,404,382,404,368,1154
"362","27Q475","RICHMOND HILL HS",142,170,55,20102011,65.2,2910,17,13.1,34.1,16,47.1,2.4,51.1,2010,2011,404,382,404,368,1154
"363","27Q475","RICHMOND HILL HS",142,170,55,20112012,61.8,2585,17.4,13.7,32.9,16.8,46.4,3.2,53,2011,2012,404,382,404,368,1154
"364","27Q480","JOHN ADAMS HS",140,168,33,20092010,83.1,3247,13.7,11.2,26.9,28.2,35.8,4.3,54.9,2009,2010,403,391,409,392,1192
"365","27Q480","JOHN ADAMS HS",140,168,33,20102011,82.6,3296,15,12.3,28.2,29.3,36.6,4.4,54.5,2010,2011,403,391,409,392,1192
"366","27Q480","JOHN ADAMS HS",140,168,33,20112012,75.5,3386,16,12.1,27.5,27.7,37.1,3.6,54.5,2011,2012,403,391,409,392,1192
"367","27Q650","High School for Construction Trades, Engineering a",91,109,21,20092010,77.3,837,0.6,4.1,28.7,10.6,39.3,17.7,64.5,2009,2010,194,429,491,425,1345
"368","27Q650","High School for Construction Trades, Engineering a",91,109,21,20102011,75.7,896,0.2,4.2,30.1,9.8,41.9,17.4,63.7,2010,2011,194,429,491,425,1345
"369","27Q650","High School for Construction Trades, Engineering a",91,109,21,20112012,53.7,924,0.4,5.8,30.7,11.3,41.6,15.4,67.3,2011,2012,194,429,491,425,1345
"370","28Q440","FOREST HILLS HS",733,1116,526,20092010,40.4,3858,9.5,9.8,24.3,9.3,29.6,34.7,50.4,2009,2010,762,456,497,454,1407
"371","28Q440","FOREST HILLS HS",733,1116,526,20102011,50.7,3897,8.6,10.6,26.2,8.9,29.2,34.7,49.3,2010,2011,762,456,497,454,1407
"372","28Q440","FOREST HILLS HS",733,1116,526,20112012,41.2,3834,8.9,11.3,26.5,9,30.2,33.7,48.1,2011,2012,762,456,497,454,1407
"373","28Q470","JAMAICA HS",64,76,8,20092010,44.2,1474,17,10.7,24.2,52.6,19.1,1.5,53.7,2009,2010,90,342,368,353,1063
"374","28Q470","JAMAICA HS",64,76,8,20102011,59,1178,22.2,11.9,29.6,48.6,20.7,0.8,56.8,2010,2011,90,342,368,353,1063
"375","28Q470","JAMAICA HS",64,76,8,20112012,55.8,564,29.4,14,31,41.7,25.9,1.1,58.9,2011,2012,90,342,368,353,1063
"376","28Q505","HILLCREST HS",241,362,50,20092010,76,3118,13,8.2,29.9,44.2,22.5,2.1,42.1,2009,2010,462,395,413,386,1194
"377","28Q505","HILLCREST HS",241,362,50,20102011,76.4,3289,12.7,8.2,34.1,40.1,22.3,2.6,44.1,2010,2011,462,395,413,386,1194
"378","28Q505","HILLCREST HS",241,362,50,20112012,65,3103,15,9,36.5,36.6,22.8,2.9,46.1,2011,2012,462,395,413,386,1194
"379","28Q620","THOS A EDISON VHS",183,244,100,20092010,46,2599,1.8,9.6,45.9,26.2,23,4.2,67.5,2009,2010,422,452,478,442,1372
"380","28Q620","THOS A EDISON VHS",183,244,100,20102011,54.7,2352,1.7,11.5,48.7,24.7,22.4,3.5,66.2,2010,2011,422,452,478,442,1372
"381","28Q620","THOS A EDISON VHS",183,244,100,20112012,54.3,2252,1.4,11.4,50.9,23.7,21.1,3.2,65.1,2011,2012,422,452,478,442,1372
"382","28Q680","GATEWAY TO HEALTH SCIENCES",89,136,57,20102011,68.8,632,0,0,34.8,44.9,17.6,2.2,36.2,2010,2011,99,513,523,502,1538
"383","28Q680","GATEWAY TO HEALTH SCIENCES",89,136,57,20112012,55.8,783,0.1,1.7,36.5,44.8,15.7,2.7,38.1,2011,2012,99,513,523,502,1538
"384","28Q687","Queens HS for Science York Colllege",215,338,275,20112012,25.6,418,0.2,0.2,74.4,10.5,7.9,6.7,56.5,2011,2012,121,612,660,596,1868
"385","29Q492","MATH/SCIENCE RESEARCH TECH CTR",22,31,8,20092010,48.1,471,3.4,7.9,7.6,77.3,10.8,1.3,62,2009,2010,78,400,426,394,1220
"386","29Q492","MATH/SCIENCE RESEARCH TECH CTR",22,31,8,20102011,56.8,431,3.7,10.4,6.7,81,11.1,0.7,58.7,2010,2011,78,400,426,394,1220
"387","29Q492","MATH/SCIENCE RESEARCH TECH CTR",22,31,8,20112012,47.9,412,5.1,10.4,6.8,79.6,11.9,0.7,60.4,2011,2012,78,400,426,394,1220
"388","30Q445","WM CULLEN BRYANT HS",243,330,97,20092010,26.9,3096,20.3,10.9,26.7,8.4,49.5,14.6,51.5,2009,2010,395,414,449,412,1275
"389","30Q445","WM CULLEN BRYANT HS",243,330,97,20102011,30.1,3010,19,11.8,27.1,8,49.4,14.5,52.3,2010,2011,395,414,449,412,1275
"390","30Q445","WM CULLEN BRYANT HS",243,330,97,20112012,33.7,2945,17.9,12.1,28.9,7.3,48.8,14.5,53.7,2011,2012,395,414,449,412,1275
"391","30Q450","LONG ISLAND CITY HS",406,805,169,20092010,76.7,3300,13.8,12.1,15.8,12.7,58.8,11.8,51.9,2009,2010,392,403,420,395,1218
"392","30Q450","LONG ISLAND CITY HS",406,805,169,20102011,72.1,3508,13.8,12.3,14.7,11.9,61.1,12.1,50.5,2010,2011,392,403,420,395,1218
"393","30Q450","LONG ISLAND CITY HS",406,805,169,20112012,62.8,3386,13.2,13.8,13.2,11.4,62.7,12.5,51.3,2011,2012,392,403,420,395,1218
"394","30Q501","FRANK SINATRA HIGH SCHOOL",108,136,38,20092010,38.3,725,0.3,2.6,10.8,18.3,28.7,36.8,30.9,2009,2010,174,504,496,494,1494
"395","30Q501","FRANK SINATRA HIGH SCHOOL",108,136,38,20102011,30.9,736,0.3,1.8,10.6,19.2,27.3,41.8,30.8,2010,2011,174,504,496,494,1494
"396","30Q501","FRANK SINATRA HIGH SCHOOL",108,136,38,20112012,29.7,756,0.1,1.9,8.7,16.9,27.2,46.3,30,2011,2012,174,504,496,494,1494
"397","30Q502","INFORMATION TECHNOLOGY HS",51,74,13,20092010,78.9,982,9.9,15.5,14.6,16.2,56.9,11.2,71.3,2009,2010,148,407,434,398,1239
"398","30Q502","INFORMATION TECHNOLOGY HS",51,74,13,20102011,82.6,945,9.8,17.1,14.9,17.9,57.1,9.9,72.6,2010,2011,148,407,434,398,1239
"399","30Q502","INFORMATION TECHNOLOGY HS",51,74,13,20112012,73.7,917,9.6,16,15.6,18.1,56.6,9.4,71.8,2011,2012,148,407,434,398,1239
"400","30Q555","NEWCOMERS HS:ACAD AMER STD",119,163,140,20092010,86.9,915,89.4,0,38.7,4.4,52.1,4.2,53.9,2009,2010,143,323,475,329,1127
"401","30Q555","NEWCOMERS HS:ACAD AMER STD",119,163,140,20102011,86.6,1044,90.4,0,44.7,5.5,45.2,4.4,54.1,2010,2011,143,323,475,329,1127
"402","30Q555","NEWCOMERS HS:ACAD AMER STD",119,163,140,20112012,81.2,932,90.3,0,48.3,5.6,43.5,2.6,53.2,2011,2012,143,323,475,329,1127
"403","30Q575","ACADEMY OF AMER. STUDIES HS",101,170,119,20092010,56,706,6.4,9.8,30.6,8.1,33,28.3,43.6,2009,2010,135,487,492,491,1470
"404","30Q575","ACADEMY OF AMER. STUDIES HS",101,170,119,20102011,68.9,684,6,8.5,30.7,8.2,32.2,28.9,45.6,2010,2011,135,487,492,491,1470
"405","30Q575","ACADEMY OF AMER. STUDIES HS",101,170,119,20112012,52.4,704,5.7,8,29.1,6.8,34.7,29.4,45,2011,2012,135,487,492,491,1470
"406","31R080","PS 080 MICHAEL J. PETRIDES",162,243,66,20092010,40.6,1320,1.3,17.5,8,18.3,15.8,56.1,49.5,2009,2010,107,472,488,466,1426
"407","31R080","PS 080 MICHAEL J. PETRIDES",162,243,66,20102011,43.7,1315,1.7,17.7,8.2,18,15.9,56.5,49.2,2010,2011,107,472,488,466,1426
"408","31R080","PS 080 MICHAEL J. PETRIDES",162,243,66,20112012,32.3,1308,1.6,18.5,8.1,18.8,16.9,55.9,49.2,2011,2012,107,472,488,466,1426
"409","31R440","NEW DORP HS",96,118,62,20092010,51.6,2296,5.4,15.3,6.8,11.7,23.2,53.7,52.4,2009,2010,391,424,437,416,1277
"410","31R440","NEW DORP HS",96,118,62,20102011,50.9,2476,5.7,16.4,6.9,12.9,26.1,53.8,53.6,2010,2011,391,424,437,416,1277
"411","31R440","NEW DORP HS",96,118,62,20112012,42.3,2658,5.9,16.9,7,12.1,27.3,53.3,52.5,2011,2012,391,424,437,416,1277
"412","31R445","PORT RICHMOND HS",194,304,76,20092010,58.1,2267,5.1,16.1,6.8,30.4,35.8,26.2,51.4,2009,2010,271,424,438,417,1279
"413","31R445","PORT RICHMOND HS",194,304,76,20102011,58.9,2272,4.3,19.1,6.8,31.1,35.7,25.7,52.9,2010,2011,271,424,438,417,1279
"414","31R445","PORT RICHMOND HS",194,304,76,20112012,53.3,2151,5.3,20.9,6.8,30.9,37.6,24.2,54.8,2011,2012,271,424,438,417,1279
"415","31R450","CURTIS HS",247,295,90,20092010,53.8,2654,6.2,12.7,6.7,38.4,30.6,22,45.9,2009,2010,375,437,435,429,1301
"416","31R450","CURTIS HS",247,295,90,20102011,59.5,2565,6,14.6,7.5,37.9,31.1,22.9,45.5,2010,2011,375,437,435,429,1301
"417","31R450","CURTIS HS",247,295,90,20112012,54.3,2552,6.1,14.7,7.3,38.4,31.9,21.8,46.4,2011,2012,375,437,435,429,1301
"418","31R455","TOTTENVILLE HS",396,687,206,20092010,14.6,3876,1.6,12.5,6.1,1.8,9.8,81.7,50.6,2009,2010,807,462,486,470,1418
"419","31R455","TOTTENVILLE HS",396,687,206,20102011,18.5,3813,1.7,13.2,5.5,1.9,9.9,82.3,49.8,2010,2011,807,462,486,470,1418
"420","31R455","TOTTENVILLE HS",396,687,206,20112012,18.4,3875,1.4,13.9,5.4,2.1,9.9,82.1,49.6,2011,2012,807,462,486,470,1418
"421","31R460","SUSAN E. WAGNER HS",279,408,175,20092010,43.6,3307,3.7,15.5,15.1,10.9,22.1,50.6,49.6,2009,2010,535,455,474,459,1388
"422","31R460","SUSAN E. WAGNER HS",279,408,175,20102011,48.4,3162,3.4,17.4,15.1,10.7,23.2,50.4,49.8,2010,2011,535,455,474,459,1388
"423","31R460","SUSAN E. WAGNER HS",279,408,175,20112012,41.4,3243,3.4,18.8,14.6,11.3,24.1,49.4,50.8,2011,2012,535,455,474,459,1388
"424","31R605","STATEN ISLAND TECHNICAL HS",528,905,809,20092010,13.8,1015,0,1,28.6,2.2,4.9,63.8,59.3,2009,2010,227,635,682,636,1953
"425","31R605","STATEN ISLAND TECHNICAL HS",528,905,809,20112012,17,1104,0.1,0.5,31.8,1.1,5.3,61.3,57,2011,2012,227,635,682,636,1953
"426","32K545","EBC-HS FOR PUB SERVICE (BUSH)",47,64,13,20092010,93.1,710,14.5,10,1.3,11,86.2,0.8,50.3,2009,2010,88,384,409,361,1154
"427","32K545","EBC-HS FOR PUB SERVICE (BUSH)",47,64,13,20102011,91,675,15.6,10.2,1.5,9.3,87.6,0.9,52.6,2010,2011,88,384,409,361,1154
"428","32K545","EBC-HS FOR PUB SERVICE (BUSH)",47,64,13,20112012,86.9,606,15.3,12.2,1.7,9.2,88.1,0.7,52.1,2011,2012,88,384,409,361,1154
"429","32K552","Academy of Urban Planning",76,100,10,20092010,74.4,469,15.4,16.8,1.1,34.8,62.3,1.7,49.3,2009,2010,67,342,364,354,1060
"430","32K552","Academy of Urban Planning",76,100,10,20102011,75.2,471,19.5,19.7,1.3,31,65.8,1.7,52.7,2010,2011,67,342,364,354,1060
"431","32K552","Academy of Urban Planning",76,100,10,20112012,77.1,398,23.9,22.1,1.5,26.4,70.4,1,54.5,2011,2012,67,342,364,354,1060
"432","32K556","Bushwick Leaders High School for Academic Excellen",34,35,18,20092010,94.4,481,21.2,17,1,16.8,81.3,0.4,50.9,2009,2010,23,347,358,350,1055
"433","32K556","Bushwick Leaders High School for Academic Excellen",34,35,18,20102011,96.7,500,20.2,17.6,0.6,18.4,80.4,0.2,54,2010,2011,23,347,358,350,1055
"434","32K556","Bushwick Leaders High School for Academic Excellen",34,35,18,20112012,88,462,18.2,18.6,0.9,21.2,77.3,0,53.2,2011,2012,23,347,358,350,1055
