"","DBN","School_Name","Num of SAT Test Takers","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","avg_sat_score","schoolyear","frl_percent","total_enrollment","ell_percent","sped_percent","asian_per","black_per","hispanic_per","white_per","male_per","Borough","lat_long","lat","long"
"1322","11X455","HARRY S TRUMAN HIGH SCHOOL",189,386,397,368,1151,20112012,50.6,1773,9.2,25.1,2,51.8,43.8,1.3,60,"Bronx","(40.874131798, -73.833804513)",40.87413,-73.8338
"1323","11X456","LEARNING TO WORK YABC AT TRUMAN HIGH SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","11X513","NEW WORLD HIGH SCHOOL",72,332,381,335,1048,20052006,NA,191,61.3,0.5,7.9,4.7,77,9.4,51.3,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1325","11X513","NEW WORLD HIGH SCHOOL",72,332,381,335,1048,20062007,NA,255,76.5,0.8,7.8,7.5,75.3,7.8,52.9,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1326","11X513","NEW WORLD HIGH SCHOOL",72,332,381,335,1048,20072008,NA,274,70.8,0,10.2,8.8,70.8,9.5,51.5,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1327","11X513","NEW WORLD HIGH SCHOOL",72,332,381,335,1048,20082009,NA,274,74.1,0.4,6.2,8.4,72.6,12,47.1,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1328","11X513","NEW WORLD HIGH SCHOOL",72,332,381,335,1048,20092010,97.8,354,81.6,1.1,7.3,10.2,72.6,9,47.5,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1329","11X513","NEW WORLD HIGH SCHOOL",72,332,381,335,1048,20102011,76.7,368,79.3,1.4,12.2,16,68.8,2.4,47.3,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1330","11X513","NEW WORLD HIGH SCHOOL",72,332,381,335,1048,20112012,79.5,402,80.1,1.5,12.4,13.2,70.4,3.2,50,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1331","11X514","THE BRONXWOOD PREPARATORY ACADEMY",48,377,372,363,1112,20052006,NA,200,8.5,6.5,1,29,62,4.5,65,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1332","11X514","THE BRONXWOOD PREPARATORY ACADEMY",48,377,372,363,1112,20062007,NA,268,10.4,14.2,2.2,27.6,62.7,3.7,72.4,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1333","11X514","THE BRONXWOOD PREPARATORY ACADEMY",48,377,372,363,1112,20072008,NA,324,10.5,18.5,2.2,33,60.8,3.4,73.8,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1334","11X514","THE BRONXWOOD PREPARATORY ACADEMY",48,377,372,363,1112,20082009,NA,330,10.9,19.7,1.2,40.3,55.8,2.1,79.1,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1335","11X514","THE BRONXWOOD PREPARATORY ACADEMY",48,377,372,363,1112,20092010,75.8,362,10.5,20.4,1.9,47.8,46.7,1.7,76,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1336","11X514","THE BRONXWOOD PREPARATORY ACADEMY",48,377,372,363,1112,20102011,79.4,361,9.4,20.8,1.9,53.5,42.1,1.1,67.6,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1337","11X514","THE BRONXWOOD PREPARATORY ACADEMY",48,377,372,363,1112,20112012,66.7,416,7,20.9,1.9,58.2,37.3,1,61.3,"Bronx","(40.887919214, -73.852871614)",40.88792,-73.85287
"1338","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",57,372,382,375,1129,20052006,NA,319,8.2,9.4,1.9,38.2,55.8,1.9,52.7,NA,NA,NA,NA
"1339","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",57,372,382,375,1129,20062007,NA,402,8.2,12.9,1.2,37.8,57.5,2.5,56.2,NA,NA,NA,NA
"1340","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",57,372,382,375,1129,20072008,NA,416,14.9,11.5,1.4,37.7,57.2,2.9,60.3,NA,NA,NA,NA
"1341","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",57,372,382,375,1129,20082009,NA,457,13.6,16.2,2.2,39.4,54.7,2.6,58,NA,NA,NA,NA
"1342","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",57,372,382,375,1129,20092010,83.9,467,16.1,16.7,2.8,40.3,52.9,3.4,59.3,NA,NA,NA,NA
"1343","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",57,372,382,375,1129,20102011,82.3,385,15.8,17.1,4.2,35.8,54.5,4.9,57.1,NA,NA,NA,NA
"1344","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",57,372,382,375,1129,20112012,80.3,270,14.4,17.8,4.1,35.9,54.1,5.6,56.7,NA,NA,NA,NA
"1345","11X542","PELHAM PREPARATORY ACADEMY",76,431,438,419,1288,20052006,NA,421,1.4,5,5,39.9,43.7,6.7,42.5,"Bronx","(40.859698316, -73.860741404)",40.8597,-73.86074
"1346","11X542","PELHAM PREPARATORY ACADEMY",76,431,438,419,1288,20062007,NA,450,1.8,6.2,4.2,42.9,40,6.4,41.3,"Bronx","(40.859698316, -73.860741404)",40.8597,-73.86074
"1347","11X542","PELHAM PREPARATORY ACADEMY",76,431,438,419,1288,20072008,NA,460,3.3,6.1,4.3,42.4,40.9,4.8,43.5,"Bronx","(40.859698316, -73.860741404)",40.8597,-73.86074
"1348","11X542","PELHAM PREPARATORY ACADEMY",76,431,438,419,1288,20082009,NA,478,2.3,8.8,4,41,42.5,5.9,45.6,"Bronx","(40.859698316, -73.860741404)",40.8597,-73.86074
"1349","11X542","PELHAM PREPARATORY ACADEMY",76,431,438,419,1288,20092010,72,506,3.2,10.3,3,40.1,43.1,7.3,44.9,"Bronx","(40.859698316, -73.860741404)",40.8597,-73.86074
"1350","11X542","PELHAM PREPARATORY ACADEMY",76,431,438,419,1288,20102011,74.3,501,2.6,10.2,2.4,44.5,46.7,6,47.3,"Bronx","(40.859698316, -73.860741404)",40.8597,-73.86074
"1351","11X542","PELHAM PREPARATORY ACADEMY",76,431,438,419,1288,20112012,61,507,2.2,14.2,2.4,40.2,49.7,6.9,48.1,"Bronx","(40.859698316, -73.860741404)",40.8597,-73.86074
"1352","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",55,383,378,365,1126,20052006,NA,287,6.3,8.7,1.7,42.9,49.5,1.7,44.6,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1353","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",55,383,378,365,1126,20062007,NA,403,5.7,11.7,1.2,43.7,49.9,1.2,44.7,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1354","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",55,383,378,365,1126,20072008,NA,432,8.3,15.5,0.9,47.9,49.8,0.7,46.8,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1355","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",55,383,378,365,1126,20082009,NA,463,9.9,19.2,2.2,43.8,51.2,0.6,50.5,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1356","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",55,383,378,365,1126,20092010,81.5,471,9.8,19.1,1.3,43.3,52.7,0.6,50.3,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1357","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",55,383,378,365,1126,20102011,81.5,459,10,18.3,0.9,39.9,57.5,0.9,54.2,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1358","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",55,383,378,365,1126,20112012,71.9,479,10.2,21.3,1,37.2,59.9,1,55.3,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1359","11X545","BRONX AEROSPACE HIGH SCHOOL",46,388,393,382,1163,20052006,NA,349,10.6,11.5,1.7,35,59.3,1.4,74.5,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1360","11X545","BRONX AEROSPACE HIGH SCHOOL",46,388,393,382,1163,20062007,NA,385,5.5,15.3,2.1,31.9,64.4,0.8,79.2,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1361","11X545","BRONX AEROSPACE HIGH SCHOOL",46,388,393,382,1163,20072008,NA,377,9.5,15.9,1.9,35,61.5,0.8,80.6,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1362","11X545","BRONX AEROSPACE HIGH SCHOOL",46,388,393,382,1163,20082009,NA,405,18.3,17.5,2.2,28.9,66.7,2,82,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1363","11X545","BRONX AEROSPACE HIGH SCHOOL",46,388,393,382,1163,20092010,51.9,403,21.3,19.9,1.5,26.3,69.7,0.7,82.4,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1364","11X545","BRONX AEROSPACE HIGH SCHOOL",46,388,393,382,1163,20102011,51.9,381,17.1,21.3,2.1,25.5,71.1,0.8,84,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1365","11X545","BRONX AEROSPACE HIGH SCHOOL",46,388,393,382,1163,20112012,45.6,416,14.7,25.7,2.2,23.8,72.6,1.2,82.5,"Bronx","(40.875754211, -73.861387834)",40.87575,-73.86139
"1366","12X245","NEW DAY ACADEMY",25,348,344,354,1046,20052006,NA,146,6.8,15.1,0.7,49.3,46.6,0.7,38.4,NA,NA,NA,NA
"1367","12X245","NEW DAY ACADEMY",25,348,344,354,1046,20062007,NA,285,9.1,10.5,0.4,47.7,50.5,0,44.9,NA,NA,NA,NA
"1368","12X245","NEW DAY ACADEMY",25,348,344,354,1046,20072008,NA,429,11.7,15.9,0.9,46.2,51.5,0.5,45.2,NA,NA,NA,NA
"1369","12X245","NEW DAY ACADEMY",25,348,344,354,1046,20082009,NA,479,12.5,16.3,0,45.7,53.7,0.4,45.9,NA,NA,NA,NA
"1370","12X245","NEW DAY ACADEMY",25,348,344,354,1046,20092010,93.1,453,13.2,20.1,0,47.2,52.3,0,46.8,NA,NA,NA,NA
"1371","12X245","NEW DAY ACADEMY",25,348,344,354,1046,20102011,87.7,339,12.4,21.8,0.6,46.6,52.5,0.3,51.9,NA,NA,NA,NA
"1372","12X245","NEW DAY ACADEMY",25,348,344,354,1046,20112012,87,191,11,23,1,45.5,53.4,0,48.2,NA,NA,NA,NA
"1373","12X248","METROPOLITAN HIGH SCHOOL, THE",49,347,367,341,1055,20052006,NA,107,13.1,8.4,2.8,45.8,48.6,0,49.5,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1374","12X248","METROPOLITAN HIGH SCHOOL, THE",49,347,367,341,1055,20062007,NA,231,11.7,10.4,1.7,41.1,53.7,0.9,48.9,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1375","12X248","METROPOLITAN HIGH SCHOOL, THE",49,347,367,341,1055,20072008,NA,312,16.7,11.2,0.6,34,64.4,0.3,47.4,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1376","12X248","METROPOLITAN HIGH SCHOOL, THE",49,347,367,341,1055,20082009,NA,334,19.8,13.5,0.6,32.3,65.9,0.3,48.5,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1377","12X248","METROPOLITAN HIGH SCHOOL, THE",49,347,367,341,1055,20092010,84,327,20.8,18.7,0.3,29.1,69.7,0,48.6,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1378","12X248","METROPOLITAN HIGH SCHOOL, THE",49,347,367,341,1055,20102011,94.5,324,23.8,19.1,2.2,21.6,75.3,0.9,50.3,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1379","12X248","METROPOLITAN HIGH SCHOOL, THE",49,347,367,341,1055,20112012,86.6,339,21.8,20.9,1.8,24.2,72.9,0.9,54,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1380","12X251","EXPLORATIONS ACADEMY",57,381,381,360,1122,20052006,NA,112,20.5,14.3,0.9,28.6,66.1,0.9,50.9,"Bronx","(40.835937328, -73.890467693)",40.83594,-73.89047
"1381","12X251","EXPLORATIONS ACADEMY",57,381,381,360,1122,20062007,NA,218,11.9,9.6,0.9,29.4,66.1,0.9,45.4,"Bronx","(40.835937328, -73.890467693)",40.83594,-73.89047
"1382","12X251","EXPLORATIONS ACADEMY",57,381,381,360,1122,20072008,NA,306,12.4,11.1,1,31.4,64.7,0.3,48.7,"Bronx","(40.835937328, -73.890467693)",40.83594,-73.89047
"1383","12X251","EXPLORATIONS ACADEMY",57,381,381,360,1122,20082009,NA,354,11.3,15,0.8,30.5,67.2,1.1,47.7,"Bronx","(40.835937328, -73.890467693)",40.83594,-73.89047
"1384","12X251","EXPLORATIONS ACADEMY",57,381,381,360,1122,20092010,84.1,362,12.4,16.6,0.6,31.2,66.6,1.4,50.8,"Bronx","(40.835937328, -73.890467693)",40.83594,-73.89047
"1385","12X251","EXPLORATIONS ACADEMY",57,381,381,360,1122,20102011,84.1,370,17.6,20.3,1.4,28.9,68.4,1.4,50.3,"Bronx","(40.835937328, -73.890467693)",40.83594,-73.89047
"1386","12X251","EXPLORATIONS ACADEMY",57,381,381,360,1122,20112012,76.4,362,19.9,21.3,1.7,31.2,65.5,1.4,50.8,"Bronx","(40.835937328, -73.890467693)",40.83594,-73.89047
"1387","12X262","PERFORMANCE CONSERVATORY HIGH SCHOOL",30,361,353,360,1074,20052006,NA,215,6,7,1.4,49.8,44.7,0.9,22.8,NA,NA,NA,NA
"1388","12X262","PERFORMANCE CONSERVATORY HIGH SCHOOL",30,361,353,360,1074,20062007,NA,313,6.1,9.9,1.3,47.3,48.9,0.6,20.8,NA,NA,NA,NA
"1389","12X262","PERFORMANCE CONSERVATORY HIGH SCHOOL",30,361,353,360,1074,20072008,NA,391,5.9,13.6,1.8,48.8,47.6,0.8,24.3,NA,NA,NA,NA
"1390","12X262","PERFORMANCE CONSERVATORY HIGH SCHOOL",30,361,353,360,1074,20082009,NA,409,7.1,19.3,1.2,46,51.3,0.7,18.8,NA,NA,NA,NA
"1391","12X262","PERFORMANCE CONSERVATORY HIGH SCHOOL",30,361,353,360,1074,20092010,65.9,417,9.1,23,1,44.8,52,0.7,18.7,NA,NA,NA,NA
"1392","12X262","PERFORMANCE CONSERVATORY HIGH SCHOOL",30,361,353,360,1074,20102011,65.9,365,8.2,26,1.1,43.8,53.7,0.3,24.7,NA,NA,NA,NA
"1393","12X262","PERFORMANCE CONSERVATORY HIGH SCHOOL",30,361,353,360,1074,20112012,61.9,260,10,28.1,1.2,39.2,57.7,0.8,24.6,NA,NA,NA,NA
"1394","12X267","BRONX LATIN",36,408,432,411,1251,20072008,NA,267,11.6,12.7,0.4,30.7,68.2,0,47.6,"Bronx","(40.827763979, -73.900386813)",40.82776,-73.90039
"1395","12X267","BRONX LATIN",36,408,432,411,1251,20082009,NA,308,9.4,19.8,1.3,27.6,70.8,0,51.3,"Bronx","(40.827763979, -73.900386813)",40.82776,-73.90039
"1396","12X267","BRONX LATIN",36,408,432,411,1251,20092010,91.4,351,12.8,20.8,1.1,25.6,73.2,0,47.9,"Bronx","(40.827763979, -73.900386813)",40.82776,-73.90039
"1397","12X267","BRONX LATIN",36,408,432,411,1251,20102011,91.4,353,14.2,19.8,0.8,25.5,73.4,0.3,46.5,"Bronx","(40.827763979, -73.900386813)",40.82776,-73.90039
"1398","12X267","BRONX LATIN",36,408,432,411,1251,20112012,79.3,418,13.6,21.5,0.2,25.6,73.2,1,49.8,"Bronx","(40.827763979, -73.900386813)",40.82776,-73.90039
"1399","12X271","EAST BRONX ACADEMY FOR THE FUTURE",46,366,378,358,1102,20052006,NA,304,10.9,10.9,2,47.7,46.7,1.6,53,"Bronx","(40.836953426, -73.887961758)",40.83695,-73.88796
"1400","12X271","EAST BRONX ACADEMY FOR THE FUTURE",46,366,378,358,1102,20062007,NA,487,13.1,14.4,1.6,38.2,58.3,1.6,56.9,"Bronx","(40.836953426, -73.887961758)",40.83695,-73.88796
"1401","12X271","EAST BRONX ACADEMY FOR THE FUTURE",46,366,378,358,1102,20072008,NA,611,13.4,16.7,1,36.3,61.4,1.3,54.5,"Bronx","(40.836953426, -73.887961758)",40.83695,-73.88796
"1402","12X271","EAST BRONX ACADEMY FOR THE FUTURE",46,366,378,358,1102,20082009,NA,620,10,20.8,1.6,33.4,63.5,1.5,54.4,"Bronx","(40.836953426, -73.887961758)",40.83695,-73.88796
"1403","12X271","EAST BRONX ACADEMY FOR THE FUTURE",46,366,378,358,1102,20092010,83.8,621,11.1,23.7,2.1,33.3,63.4,1,53.6,"Bronx","(40.836953426, -73.887961758)",40.83695,-73.88796
"1404","12X271","EAST BRONX ACADEMY FOR THE FUTURE",46,366,378,358,1102,20102011,93.4,629,11.3,21.8,2.7,30.7,65.8,0.5,52.5,"Bronx","(40.836953426, -73.887961758)",40.83695,-73.88796
"1405","12X271","EAST BRONX ACADEMY FOR THE FUTURE",46,366,378,358,1102,20112012,86.2,619,11.6,24.1,1.9,29.4,68.3,0.2,53,"Bronx","(40.836953426, -73.887961758)",40.83695,-73.88796
"1406","12X278","PEACE AND DIVERSITY ACADEMY",34,390,401,364,1155,20052006,NA,186,5.9,12.4,1.1,25.3,64,7,50,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1407","12X278","PEACE AND DIVERSITY ACADEMY",34,390,401,364,1155,20062007,NA,280,6.4,13.2,1.8,27.9,62.5,4.6,47.1,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1408","12X278","PEACE AND DIVERSITY ACADEMY",34,390,401,364,1155,20072008,NA,324,9.6,13.9,0.9,28.1,66.4,2.5,46.9,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1409","12X278","PEACE AND DIVERSITY ACADEMY",34,390,401,364,1155,20082009,NA,337,7.7,11.9,2.1,32.3,62,2.4,47.5,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1410","12X278","PEACE AND DIVERSITY ACADEMY",34,390,401,364,1155,20092010,75.4,330,7.9,11.8,1.8,33.3,62.1,1.2,44.8,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1411","12X278","PEACE AND DIVERSITY ACADEMY",34,390,401,364,1155,20102011,80.3,279,14,17.2,1.4,36.6,60.2,0.7,45.2,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1412","12X278","PEACE AND DIVERSITY ACADEMY",34,390,401,364,1155,20112012,78.8,231,13.9,17.3,1.7,43.7,53.7,0.9,45,"Bronx","(40.82522606, -73.893949889)",40.82523,-73.89395
"1413","12X388","PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE",30,321,351,298,970,20082009,NA,93,100,0,0,0,100,0,49.5,"Bronx","(40.83136649, -73.878823277)",40.83137,-73.87882
"1414","12X388","PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE",30,321,351,298,970,20092010,100,216,96.3,0,0.5,0,99.5,0,53.7,"Bronx","(40.83136649, -73.878823277)",40.83137,-73.87882
"1415","12X388","PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE",30,321,351,298,970,20102011,99.1,337,96.7,0,0,0,100,0,49.6,"Bronx","(40.83136649, -73.878823277)",40.83137,-73.87882
"1416","12X388","PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE",30,321,351,298,970,20112012,100,406,92.9,0.2,0,0,99.8,0,51.5,"Bronx","(40.83136649, -73.878823277)",40.83137,-73.87882
"1417","12X428","LEARNING TO WORK YABC AT MONROE ACADEMY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418","12X446","ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX",14,380,372,349,1101,20102011,81.4,292,1.7,5.8,0,44.5,54.8,0,41.1,NA,NA,NA,NA
"1419","12X446","ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX",14,380,372,349,1101,20112012,62.1,228,4.8,9.2,0.4,41.2,57,0,33.3,NA,NA,NA,NA
"1420","12X478","THE CINEMA SCHOOL",NA,NA,NA,NA,NA,20092010,60,72,4.2,1.4,1.4,29.2,63.9,1.4,40.3,"Bronx","(40.831364532, -73.878344675)",40.83136,-73.87834
"1421","12X478","THE CINEMA SCHOOL",NA,NA,NA,NA,NA,20102011,84.7,133,3.8,4.5,6,33.1,59.4,1.5,43.6,"Bronx","(40.831364532, -73.878344675)",40.83136,-73.87834
"1422","12X478","THE CINEMA SCHOOL",NA,NA,NA,NA,NA,20112012,75.9,223,4,4,4.5,28.7,65,1.8,40.8,"Bronx","(40.831364532, -73.878344675)",40.83136,-73.87834
"1423","12X479","BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL",NA,NA,NA,NA,NA,20092010,60,84,8.3,16.7,1.2,33.3,59.5,2.4,38.1,"Bronx","(40.827763979, -73.900386813)",40.82776,-73.90039
"1424","12X479","BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL",NA,NA,NA,NA,NA,20102011,78.3,153,12.4,22.2,2,39.2,54.9,1.3,40.5,"Bronx","(40.827763979, -73.900386813)",40.82776,-73.90039
"1425","12X479","BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL",NA,NA,NA,NA,NA,20112012,72.2,244,16.8,27.5,2.5,37.3,59.8,0.4,44.3,"Bronx","(40.827763979, -73.900386813)",40.82776,-73.90039
"1426","12X480","BRONX REGIONAL HIGH SCHOOL",16,398,385,398,1181,20052006,NA,376,4.3,12,0.8,56.4,41,1.3,43.1,NA,NA,NA,NA
"1427","12X480","BRONX REGIONAL HIGH SCHOOL",16,398,385,398,1181,20062007,NA,344,6.1,10.2,0.6,47.1,50.3,1.2,44.2,NA,NA,NA,NA
"1428","12X480","BRONX REGIONAL HIGH SCHOOL",16,398,385,398,1181,20072008,NA,351,4.8,8.5,0.3,43.6,53.6,1.7,43.3,NA,NA,NA,NA
"1429","12X550","HIGH SCHOOL OF WORLD CULTURES",42,304,323,312,939,20052006,NA,373,57.6,0.5,2.7,6.2,89.8,0.5,47.5,"Bronx","(40.83136649, -73.878823277)",40.83137,-73.87882
"1430","12X550","HIGH SCHOOL OF WORLD CULTURES",42,304,323,312,939,20062007,NA,295,34.2,0,3.4,5.4,89.8,1,43.1,"Bronx","(40.83136649, -73.878823277)",40.83137,-73.87882
"1431","12X550","HIGH SCHOOL OF WORLD CULTURES",42,304,323,312,939,20072008,NA,299,77.9,0,2.7,6.7,90,0,48.2,"Bronx","(40.83136649, -73.878823277)",40.83137,-73.87882
"1432","12X550","HIGH SCHOOL OF WORLD CULTURES",42,304,323,312,939,20082009,NA,292,89.7,0,6.2,6.5,86.6,0.3,49.7,"Bronx","(40.83136649, -73.878823277)",40.83137,-73.87882
"1433","12X550","HIGH SCHOOL OF WORLD CULTURES",42,304,323,312,939,20092010,97.7,318,89.6,0.3,4.4,6.3,87.1,0.9,49.4,"Bronx","(40.83136649, -73.878823277)",40.83137,-73.87882
"1434","12X550","HIGH SCHOOL OF WORLD CULTURES",42,304,323,312,939,20102011,97.7,379,87.9,0.3,4.2,6.6,74.7,1.1,52.5,"Bronx","(40.83136649, -73.878823277)",40.83137,-73.87882
"1435","12X550","HIGH SCHOOL OF WORLD CULTURES",42,304,323,312,939,20112012,90.6,369,86.4,0.5,2.4,10.8,84.6,0.5,52,"Bronx","(40.83136649, -73.878823277)",40.83137,-73.87882
"1436","12X682","FANNIE LOU HAMER FREEDOM HIGH SCHOOL",72,342,346,341,1029,20052006,NA,467,8.8,21,0.4,33.6,63,1.3,47.5,"Bronx","(40.830807154, -73.886021316)",40.83081,-73.88602
"1437","12X682","FANNIE LOU HAMER FREEDOM HIGH SCHOOL",72,342,346,341,1029,20062007,NA,473,7.2,19.7,0.6,32.3,64.9,0.2,49.5,"Bronx","(40.830807154, -73.886021316)",40.83081,-73.88602
"1438","12X682","FANNIE LOU HAMER FREEDOM HIGH SCHOOL",72,342,346,341,1029,20072008,NA,490,10.2,21.4,0.8,31.2,66.9,0.6,46.3,"Bronx","(40.830807154, -73.886021316)",40.83081,-73.88602
"1439","12X682","FANNIE LOU HAMER FREEDOM HIGH SCHOOL",72,342,346,341,1029,20082009,NA,501,10.4,25.3,1,32.5,66.1,0.2,49.3,"Bronx","(40.830807154, -73.886021316)",40.83081,-73.88602
"1440","12X682","FANNIE LOU HAMER FREEDOM HIGH SCHOOL",72,342,346,341,1029,20092010,92.2,514,11.7,25.7,0.6,29.2,69.6,0.4,51.6,"Bronx","(40.830807154, -73.886021316)",40.83081,-73.88602
"1441","12X682","FANNIE LOU HAMER FREEDOM HIGH SCHOOL",72,342,346,341,1029,20102011,92.2,506,11.1,26.3,0,28.7,70.9,0.4,55.3,"Bronx","(40.830807154, -73.886021316)",40.83081,-73.88602
"1442","12X682","FANNIE LOU HAMER FREEDOM HIGH SCHOOL",72,342,346,341,1029,20112012,81.1,477,11.5,26.2,0.2,30.6,68.8,0.2,54.1,"Bronx","(40.830807154, -73.886021316)",40.83081,-73.88602
"1443","12X684","WINGS ACADEMY",66,378,374,362,1114,20052006,NA,574,4.2,17.9,1.7,40.9,51.9,1,50.5,"Bronx","(40.841805221, -73.875417713)",40.84181,-73.87542
"1444","12X684","WINGS ACADEMY",66,378,374,362,1114,20062007,NA,550,3.3,15.1,1.3,40.2,51.8,0.9,49.8,"Bronx","(40.841805221, -73.875417713)",40.84181,-73.87542
"1445","12X684","WINGS ACADEMY",66,378,374,362,1114,20072008,NA,531,6.2,16.9,1.5,42.9,50.7,0.6,50.1,"Bronx","(40.841805221, -73.875417713)",40.84181,-73.87542
"1446","12X684","WINGS ACADEMY",66,378,374,362,1114,20082009,NA,532,7,18.2,2.1,47.6,48.1,0.4,50.4,"Bronx","(40.841805221, -73.875417713)",40.84181,-73.87542
"1447","12X684","WINGS ACADEMY",66,378,374,362,1114,20092010,82,512,6.3,18,2.5,47.3,46.5,1.2,52.9,"Bronx","(40.841805221, -73.875417713)",40.84181,-73.87542
"1448","12X684","WINGS ACADEMY",66,378,374,362,1114,20102011,76.8,516,5.8,19.8,1.9,50.6,44.6,1.4,50.2,"Bronx","(40.841805221, -73.875417713)",40.84181,-73.87542
"1449","12X684","WINGS ACADEMY",66,378,374,362,1114,20112012,66.4,538,4.5,22.3,1.3,55,42.2,1.3,53.7,"Bronx","(40.841805221, -73.875417713)",40.84181,-73.87542
"1450","12X690","MONROE ACADEMY FOR BUSINESS/LAW",31,375,387,376,1138,20052006,NA,601,8.7,18.6,2,32.1,62.2,1.3,49.3,NA,NA,NA,NA
"1451","12X690","MONROE ACADEMY FOR BUSINESS/LAW",31,375,387,376,1138,20062007,NA,599,9.3,13.2,1.5,30.2,64.6,1.3,49.2,NA,NA,NA,NA
"1452","12X690","MONROE ACADEMY FOR BUSINESS/LAW",31,375,387,376,1138,20072008,NA,612,12.7,14.9,0.7,30.2,67.5,0.8,52.3,NA,NA,NA,NA
"1453","12X690","MONROE ACADEMY FOR BUSINESS/LAW",31,375,387,376,1138,20082009,NA,523,13,15.5,0.6,28.7,69.4,0.8,55.1,NA,NA,NA,NA
"1454","12X690","MONROE ACADEMY FOR BUSINESS/LAW",31,375,387,376,1138,20092010,88.7,461,14.8,18,1.1,29.1,67.9,0.7,57.7,NA,NA,NA,NA
"1455","12X690","MONROE ACADEMY FOR BUSINESS/LAW",31,375,387,376,1138,20102011,85.2,381,16.8,21.3,2.1,26,71.1,0.3,60.4,NA,NA,NA,NA
